machine	bbchallenge_id	formula_tape	num_steps_until_formula_tape	num_macro_steps_until_special_case
1RB---_1LC0RB_0LD1LC_0RA1LE_1RB1LA	2695087	.(1)0100(0)B>.	62	26
1RB---_1LC0RB_0LD1LC_0RD1LE_0RE1LA	2695103	.(1)0100(0)B>.	88	36
1RB---_1LC0RB_0LD1LC_0RD1LE_1RB1LA	2695106	.(1)0100(0)B>.	72	30
1RB---_1LC0RB_0LD1LC_0RE1LE_0RE1LA	2695140	.(1)0100(0)B>.	78	32
1RB---_1LC0RB_0LD1LC_0RE1LE_1RB1LA	2695143	.(1)0100(0)B>.	62	26
1RB---_1LC0RB_0LD1LD_0RD1LE_1RB0LA	2695327	.1(1)001000(0)B>.	128	42
1RB---_1LC0RB_0LD1LD_1LA0RE_1LB---	2695575	.<A111(111).	48	18
1RB---_1LC0RB_0LD1LD_1LA1RE_1LE1LC	2695599	.<A111(111).	48	18
1RB---_1LC0RB_0LD1LD_1LE0RA_1RB0LB	2695618	.1(01010100)B>.	221	68
1RB---_1LC0RB_0LE0RD_1LA1LE_1RC1LD	2696182	.111(11)00B>.	76	25
1RB---_1LC0RB_0LE0LD_0RC0LA_1RA0RD	2696392	.<A00101(0101).	156	54
1RB---_1LC0RB_0LE0LD_1LA---_0RA1LB	2696997	.<A101101101(11011101).	288	98
1RB---_1LC0RB_0LE1LD_1RB0LA_0RA1LD	2698478	.1(1)001000(0)B>.	108	36
1RB---_1LC0RB_0LE1LD_1RB0LA_0RD1LD	2698479	.1(1)001000(0)B>.	108	36
1RB---_1LC0RB_0LE1LD_1RB0LA_0RE1LD	2698480	.1(1)001000(0)B>.	120	40
1RB---_1LC0RB_0LE1LD_1RB0LB_0RA0LA	2698482	.<B01101(011011101).	316	113
1RB---_1LC0RB_0LE1LD_1RB0LB_0RD0LA	2698485	.<B01101(011011101).	316	113
1RB---_1LC0RB_0LE1LD_1RC0LD_1RE0RA	2698656	.01110(1110)A>.	111	39
1RB---_1LC0RB_1RC0LD_0LE0RA_1LA0LC	2699610	.<A1001(001001).	159	55
1RB---_1LC0RB_1RC0LD_1LC0LE_1RE0RA	2699962	.(11110)A>.	44	13
1RB---_1LC0RB_1RC1LD_0LE0LA_0RA1LC	2700555	.0100(1000)B>.	96	34
1RB---_1LC0RB_1RD0LB_1RA0RE_1RC0LB	2702330	.10101(0101)11A>.	135	54
1RB---_1LC0RB_1RD0LB_1RA0LE_0RC1RE	2702335	.10101(0101)1A>.	114	46
1RB---_1LC0RB_1RD0LC_0RE0RA_0LB1RC	2702591	.1011(10111011)01101B>.	286	98
1RB---_1LC0RB_1RD0LC_0RE1RE_0LB1RA	2702680	.101(1111)A>.	78	26
1RB---_1LC0RB_1RD0LD_1LA0RE_0LB0RD	2703833	.<A10101010(1010).	160	54
1RB---_1LC0RB_1RD0LD_1LA0RE_0LB1RA	2703834	.<A101(0101).	66	24
1RB---_1LC0RB_1RD1LD_0LE0RA_0RE0LB	2706198	.(10101010)A>.	100	34
1RB---_1LC0RB_1RE0LD_0RA1LC_0LA1LE	2707637	.<A0111(0111).	108	38
1RB---_1LC0RB_1RE0LD_0LE1LC_1RA0RC	2708121	.(10011)A>.	56	19
1RB---_1LC0RB_1RE0LD_1LC0LD_0RA1RC	2708578	.11101111011110111101(11101)B>.	414	113
1RB---_1LC0RB_1RE1LD_1LA0LC_0LD1RC	2710474	.<A1100(10)0100.	60	18
1RB---_1LC0RB_1LD0LB_1RE0RC_1RA0RD	2713166	.1010101(01010101)1A>.	265	96
1RB---_1LC0RB_1LD0LC_1RE0LB_1RA0RD	2713390	.10101(010101010101)1A>.	314	112
1RB---_1LC0RB_1LD0LC_1RE0LC_1RA0RD	2713391	.<C010101010(1010)00010.	225	72
1RB---_1LC0RB_1LD0LD_0LE1LA_1RA0LB	2713612	.<A111(011)11.	94	35
1RB---_1LC0RB_1LD1RC_0RE0LE_0LC0RA	2715170	.0011(11)010B>.	99	32
1RB---_1LC0RB_1LD1LA_0LE0LB_0RA1LB	2716343	.<B1011(111011).	116	42
1RB---_1LC0RB_1LD1LD_0LE1LA_0RA0LC	2717027	.10100100100(100100)0000B>.	571	192
1RB---_1LC0RB_1LE0RD_0RB1RC_0LA0LC	2717089	.<A0101(0101).	72	26
1RB---_1LC0RB_1LE0RD_1LD1LA_1RC0LC	2717413	.<A11111(111).	67	25
1RB---_1LC0RB_1LE0LD_0RA1LC_0LA0RD	2717569	.<A0111(0111).	96	34
1RB---_1LC0RB_1LE0LD_0RA1LC_0LA1LE	2717570	.<A0111(0111).	90	32
1RB---_1LC0RB_1LE1LD_1LA1RB_0RD0LD	2719410	.<A111(1111).	64	24
1RB---_1LC0RC_---0RD_1LD1LE_1LA0LC	2719516	.<A11(111).	41	10
1RB---_1LC0RC_0RA1RD_1RC0LE_1LD0LE	2719769	.1110(11110)A>.	82	29
1RB---_1LC0RC_0RD0LD_1LB1RE_0RD1RA	2721805	.01101011010110101101011(01011)A>.	436	104
1RB---_1LC0RC_0RD1LC_0LD0LE_1RA1LA	2724430	.111111111111(11)B>.	282	55
1RB---_1LC0RC_0RD1LC_1LD0LE_1RA0LA	2724611	.11111111(11)B>.	135	39
1RB---_1LC0RC_0RD1LD_0LE0RE_1LB1LA	2724820	.<B10101(0101)110.	179	60
1RB---_1LC0RC_0RD1LD_0LE1LA_0RA0LB	2724891	.1(001001)B>.	75	25
1RB---_1LC0RC_0RD1LD_0LE1LA_1LB1LC	2724912	.<A111011011(011)10.	305	90
1RB---_1LC0RC_0RD1LD_1LE1LA_1RE0LD	2725173	.<A101(0101)1.	111	44
1RB---_1LC0RC_0RE0LD_0LC1LD_1LA1RA	2726102	.10(101010)01A>.	126	44
1RB---_1LC0RC_0RE1RD_1RA0LE_0LD1LE	2727197	.11011011(011011011)A>.	314	111
1RB---_1LC0RC_0RE1RD_1RA1LE_1LC0LD	2727200	.11011(011)B>.	74	27
1RB---_1LC0RC_0RE1LD_0LC1LA_0RD1RA	2727780	.01001(1001)A>.	132	48
1RB---_1LC0RC_0RE1LD_0LC1LA_1RB1RA	2727783	.01001(1001)A>.	120	44
1RB---_1LC0RC_0RE1LD_0LC1LA_1RB1RE	2727785	.010011(0011)B>.	121	44
1RB---_1LC0RC_0RE1LD_0LC1LD_1RB1RA	2727795	.01001(1001)A>.	132	48
1RB---_1LC0RC_0RE1LD_0LC1LE_1RB1RA	2727799	.01001(1001)A>.	120	44
1RB---_1LC0RC_0LA0LD_0RE0LB_0RE1LA	2728530	.<A01001(1001).	87	31
1RB---_1LC0RC_0LA0LD_1LE1RE_1RD0RB	2728732	.1111(1111)00C>.	146	51
1RB---_1LC0RC_0LD0RD_0LE0RB_1RA0LA	2731801	.<A000101(0101).	192	66
1RB---_1LC0RC_0LD0LC_0RE0RA_1RD0LA	2732329	.01010(1010)A>.	274	98
1RB---_1LC0RC_0LD0LC_1RE1RA_0RD0RA	2732421	.1010(111010)A>.	164	60
1RB---_1LC0RC_0LD1LA_1RE0LE_0RB0LC	2735531	.101010101(01010101)1010B>.	503	168
1RB---_1LC0RC_0LE0RD_1RA0RB_0LD---	2737307	.1010(1010)0B>.	124	42
1RB---_1LC0RC_0LE0RD_1RA1RC_0LD1LE	2737310	.11001(011001)1B>.	199	70
1RB---_1LC0RC_0LE0RD_1LE1RD_0RA0LB	2737711	.010101(0101)B>.	100	35
1RB---_1LC0RC_0LE0LD_0RB1LA_1RD1LB	2737912	.<B101011101(011101011101).	776	262
1RB---_1LC0RC_0LE0LD_0RB1LC_1RD0LA	2737930	.1(1010)B>.	51	20
1RB---_1LC0RC_0LE1LD_0RB0LB_1RD0LA	2740031	.<B0110101101(01101).	189	53
1RB---_1LC0RC_0LE1LD_0RE1LB_0LA1RD	2740259	.<A001111(01111).	129	45
1RB---_1LC0RC_0LE1LD_0LB1LE_1RA0RB	2740335	.<B011(011011).	112	38
1RB---_1LC0RC_0LE1LD_0LB1LE_1RA0LC	2740336	.<B01(011011)1.	88	30
1RB---_1LC0RC_0LE1LD_0LB1LE_1RA1LC	2740338	.<B011(111111).	108	30
1RB---_1LC0RC_1RA0LD_1RD0LE_0LD1RA	2741220	.11111(111111111)01A>.	574	181
1RB---_1LC0RC_1RA1LD_1RC0LE_0LD0LC	2741511	.11101101(101101101)A>.	277	95
1RB---_1LC0RC_1RA1LD_1RE0LC_0LC1RD	2741525	.<D10101010(10).	73	21
1RB---_1LC0RC_1RA1LD_1RE0LC_1LE1RD	2741526	.<D10101010(10).	79	23
1RB---_1LC0RC_1RD0RD_0LE0RE_1LA1LD	2743940	.<A101010(1010).	80	27
1RB---_1LC0RC_1RD0LC_0RE0LB_0LB1RA	2744814	.1011(01011)B>.	87	33
1RB---_1LC0RC_1RD0LC_0RE0LC_0LB1RA	2744821	.1011(01011)B>.	141	53
1RB---_1LC0RC_1RD0LC_0RE0LE_0LB1RA	2744826	.1011(010111011)B>.	205	67
1RB---_1LC0RC_1RD0LC_0RE1RB_0LB1RA	2744830	.1011(010111011)B>.	201	65
1RB---_1LC0RC_1RD0LC_0RE1RD_0LB1RA	2744833	.1011(010111011)B>.	205	67
1RB---_1LC0RC_1RD0LD_0RE0LE_0LB1LA	2745152	.<A100101010(1010).	165	54
1RB---_1LC0RC_1RD0LD_1LB1RE_0LB1RA	2745467	.<B10001100011000110(00110).	383	96
1RB---_1LC0RC_1RD1LA_0LE0RE_1LA1LD	2746675	.<A101010(1010).	77	25
1RB---_1LC0RC_1RD1LC_1RA1RE_0RC0LE	2747981	.011111011(111011)A>.	152	49
1RB---_1LC0RC_1RD1LD_0LE0RD_1LA1LB	2748366	.<A1011101110(1110).	158	35
1RB---_1LC0RC_1RE0LD_0RA0LE_1RB1RA	2749411	.01011101011(101011101011)A>.	658	225
1RB---_1LC0RC_1RE0LD_0RC0LC_1RA1RE	2749554	.(0111)A>.	28	9
1RB---_1LC0RC_1RE0LD_0RE0LE_1RB1RA	2749672	.01011101011(101011101011)A>.	658	225
1RB---_1LC0RC_1RE0LD_0LB0LC_1RA0RB	2749741	.<B0000(00)100001(1).	97	33
1RB---_1LC0RC_1RE0LD_0LB0LD_1RA0RB	2749748	.<B0000(00)100001(1).	97	33
1RB---_1LC0RC_1RE0LD_0LE1LB_1RA0RC	2749906	.0(01)1101(01)1A>.	82	26
1RB---_1LC0RC_1RE0LD_1RA1LE_1RB1LD	2750105	.111111(11)B>.	77	27
1RB---_1LC0RC_1RE1LD_0RD0LB_1RB0RA	2751193	.10101010101010(1010)A>.	218	54
1RB---_1LC0RC_1RE1LD_0LC1LA_0RB0RA	2751541	.<A11010101(01010101)1.	241	85
1RB---_1LC0RC_1RE1LD_0LC1LA_0RB0LC	2751542	.<A1101010(1010).	143	51
1RB---_1LC0RC_1LA0RD_1RE0RB_1LE0LD	2752287	.<A11111(111).	87	29
1RB---_1LC0RC_1LA0LD_1LE0RA_1LC0RD	2752432	.<A11101(101).	66	26
1RB---_1LC0RC_1LD0RD_0RE0LB_1RA1RB	2754932	.01010001(010001)A>.	180	63
1RB---_1LC0RC_1LD0LC_1RE0LC_0RA1RD	2755751	.11101111011110111101(11101)B>.	414	113
1RB---_1LC0RC_1LD0LD_1RD0RE_0LB1RA	2756053	.<C1010(1010).	102	37
1RB---_1LC0RC_1LD0LD_1RE1RA_1RC1LE	2756167	.11111111(111)B>.	153	44
1RB---_1LC0RC_1LD1RC_1RE0LE_0LA0RB	2757437	.<A001111(1111).	117	41
1RB---_1LC0RC_1LD1RC_1LE0LB_1LA1LD	2757525	.<A11111111(111).	93	32
1RB---_1LC0RC_1LE0RD_1RA0LC_1RC0LB	2759940	.101(1101)A>.	64	21
1RB---_1LC0RC_1LE0LD_1RA0LA_1LE0RB	2760433	.<A00101(0101).	132	46
1RB---_1LC0RC_1LE1RD_0RA0RB_1RD0LB	2760839	.<B0111101111(01111).	154	51
1RB---_1LC0RC_1LE1RD_0LB0RB_0LA0LB	2761007	.<A011011(11011).	96	34
1RB---_1LC0RD_---0LD_1LA0LE_1RA0LC	2762585	.<A10(000)1.	44	16
1RB---_1LC0RD_---1LA_1RB0LE_1LD1LB	2763359	.<A11(1010).	57	23
1RB---_1LC0RD_---1LA_1LE1RD_0LB0RC	2763465	.1(1)01011(1)D>.	84	28
1RB---_1LC0RD_---1LA_1LE1RD_0LB1RB	2763466	.1(1)01011(1)D>.	72	24
1RB---_1LC0RD_0RA1LA_0LC0LE_1LD1LB	2764714	.010101(0101)B>.	106	37
1RB---_1LC0RD_0RA1LD_0LE0LC_1RA1LB	2764879	.1101(11011101)B>.	358	122
1RB---_1LC0RD_0RB1RC_1LD1RE_1RA0LE	2768810	.111(11101110111)0011A>.	458	171
1RB---_1LC0RD_0RC1LD_0LE0RE_1RA0LB	2774583	.11111111(1111)B>.	128	44
1RB---_1LC0RD_0RD1LC_0LD0LE_1RA1LA	2779032	.1111111111(11)B>.	175	37
1RB---_1LC0RD_0RD1LC_1LD0LE_1RA1LA	2779247	.111111(11)B>.	79	25
1RB---_1LC0RD_0RE0LD_0LE1RC_1RA1RB	2781579	.10111110101(11110101)(0101)A>.	709	246
1RB---_1LC0RD_0RE0LD_1RA0LE_0LB1RB	2781701	.110101(01010101)101A>.	652	220
1RB---_1LC0RD_0RE0LD_1RA0LE_0LB1RC	2781702	.110101(01010101)101A>.	662	224
1RB---_1LC0RD_0RE0LD_1RC0LD_0LB1RA	2781798	.1011(01011)B>.	141	53
1RB---_1LC0RD_0LA0LD_1RE0LB_0LB0RC	2789305	.<A01001(1001).	99	35
1RB---_1LC0RD_0LA0LD_1RE0LE_0LB0RC	2789306	.<A010001(10001).	114	40
1RB---_1LC0RD_0LA0LD_1LA1RE_1LE0LB	2789311	.<A101(101101).	70	21
1RB---_1LC0RD_0LA0LD_1LE0RC_1RE1RA	2789315	.111111(111)B>.	124	47
1RB---_1LC0RD_0LA1LD_0RE0LB_1RA1RD	2789712	.(0001)A>.	30	11
1RB---_1LC0RD_0LA1LD_0RE1LE_0LC1LA	2789743	.<A111011(011)10.	226	70
1RB---_1LC0RD_0LB0LD_1LA0RE_1LE0RB	2790015	.<A101(0101).	60	22
1RB---_1LC0RD_0LB1LA_0RE1RE_0RB1RC	2790909	.1(1)0100000000(00)B>.	103	31
1RB---_1LC0RD_0LB1LA_0LE1RE_1RD0RB	2791036	.<A11(01111).	155	52
1RB---_1LC0RD_0LB1LA_1RE1RE_0RB0LE	2791108	.<A11(010).	45	17
1RB---_1LC0RD_0LD0LC_0RE1RA_1LA0RB	2793684	.(10101)A>.	54	19
1RB---_1LC0RD_0LD0LC_0RE1LC_1LA1RA	2793704	.(1001)A>.	40	11
1RB---_1LC0RD_0LD0LC_1RE1RA_0RD0LC	2793766	.1(01011)B>.	79	25
1RB---_1LC0RD_0LD0LC_1RE1RA_0RD1RC	2793767	.101(0110101101)11B>.	399	130
1RB---_1LC0RD_0LD0LC_1LA0LE_0RA0RB	2793832	.<A1001(1001).	75	27
1RB---_1LC0RD_0LD1LA_0LE0RB_0RA1LC	2795762	.100(100100)B>.	92	33
1RB---_1LC0RD_0LD1LA_1RE0LE_0RB0LC	2795929	.101010(1010)B>.	103	34
1RB---_1LC0RD_0LD1LA_1RE1LC_0RB0RA	2795936	.10010(1010)A>.	82	28
1RB---_1LC0RD_0LD1LA_1RE1LC_0RB0RC	2795937	.100110(0110)B>.	83	28
1RB---_1LC0RD_0LD1LA_1RE1LC_0RB0LC	2795938	.101010(1010)B>.	83	28
1RB---_1LC0RD_0LD1LA_1RE1LC_0RB1RE	2795939	.100110(0110)B>.	71	24
1RB---_1LC0RD_0LD1LC_0RA1LE_0LE0LB	2796748	.0100100(100100)A>.	129	45
1RB---_1LC0RD_0LD1LC_0RE0LC_1LA1RA	2796775	.1010(10101010)01A>.	270	94
1RB---_1LC0RD_0LD1LC_0RE1LC_1RB1RA	2796802	.01001(1001)A>.	132	48
1RB---_1LC0RD_0LD1LC_1RA0RE_0LC0RC	2796844	.<C111(0111)11.	101	35
1RB---_1LC0RD_0LD1LC_1RA0LE_0RC1LB	2796874	.111111(1111111111)01A>.	454	156
1RB---_1LC0RD_0LD1LC_1RA0LE_1RA1LB	2796883	.111111(1111111111)01A>.	350	122
1RB---_1LC0RD_0LD1LC_1RE0LC_0RB1RA	2796976	.(110010011)A>.	166	45
1RB---_1LC0RD_0LD1LC_1LA1RE_0LC0RA	2797089	.<A1011(01011).	63	23
1RB---_1LC0RD_0LE0RD_0RB1RD_0LA0LB	2798017	.<A0010011001(001001).	233	76
1RB---_1LC0RD_0LE0RD_0RB1RD_0LD1LA	2798023	.10(10)001000(00)B>.	125	44
1RB---_1LC0RD_0LE0RD_1RE0LB_0RA0LA	2798547	.01010(1010)A>.	75	27
1RB---_1LC0RD_0LE0RD_1RE1RC_0RA0LB	2798554	.01010(1010)A>.	75	27
1RB---_1LC0RD_0LE0LD_1RA0LC_1RB0RD	2799018	.1101(01101)A>.	105	37
1RB---_1LC0RD_0LE1RB_0RB1RD_0LD0LA	2799558	.10(10)0010(00)B>.	97	36
1RB---_1LC0RD_0LE1RB_0RB1RD_0LD1LA	2799562	.10(10)0010(00)B>.	87	32
1RB---_1LC0RD_0LE1LA_0RB1LA_1LB1LC	2802527	.<A11(01101).	73	27
1RB---_1LC0RD_0LE1LA_1LD1LC_1RE0RB	2804192	.111111(11)0B>.	135	43
1RB---_1LC0RD_0LE1LD_0RB1RD_0LD1LA	2804419	.(10)0010(00)B>.	75	32
1RB---_1LC0RD_0LE1LD_0RD0LC_1RE1RA	2804515	.1111(111111)A>.	134	50
1RB---_1LC0RD_0LE1LD_1LA0RE_0RA0LB	2805190	.<A111(010010).	104	40
1RB---_1LC0RD_1RA0LD_0LE1RB_1RC0LE	2805827	.111011110101010101(010101010101)11A>.	848	284
1RB---_1LC0RD_1RA0LD_1LA0LE_1RC1LD	2805851	.<A1(1010)01.	48	18
1RB---_1LC0RD_1RA1LD_1RE0LC_0RC0LE	2806224	.(11111111)0110101A>.	263	107
1RB---_1LC0RD_1RB0LD_1LC1RE_0RC---	2807692	.1(10101)B>.	39	13
1RB---_1LC0RD_1RB1LA_0RC0LE_1LE0LB	2808356	.<B010(010010).	156	58
1RB---_1LC0RD_1RC0LD_1LC0LE_1RE0RA	2811698	.(11110)A>.	40	13
1RB---_1LC0RD_1RD0LB_0LA1RE_0RD1RA	2815012	.<B01(1011).	63	24
1RB---_1LC0RD_1RD0LB_0LC1RE_0RB0RA	2815058	.<B000000(0000)1000.	421	138
1RB---_1LC0RD_1RD0LC_1LE0RA_0RE0LB	2816523	.10100(100)A>.	68	26
1RB---_1LC0RD_1RD0LD_1RA0LE_0LB0RA	2816807	.110101(01010101)101A>.	662	224
1RB---_1LC0RD_1RD0LD_1LA0RE_1LE1LC	2816885	.<A101(111).	42	14
1RB---_1LC0RD_1RD1RB_1LE1RA_0LE0LB	2817613	.<B0010010(010)1.	105	34
1RB---_1LC0RD_1RD1RB_1LE1RC_0LB---	2817616	.<B0111111(111).	125	40
1RB---_1LC0RD_1RD1RC_1LE0RA_1LC0LE	2817897	.<C100010001000100(0100)1.	258	72
1RB---_1LC0RD_1RD1LC_1RA0RE_0LC0LE	2820098	.1(111)B>.	37	15
1RB---_1LC0RD_1RD1LC_1RA1RE_0RC0LE	2820107	.011101011(101011)A>.	194	63
1RB---_1LC0RD_1RE0LD_1RA0LE_0LB1RC	2823498	.110101(01010101)101A>.	642	216
1RB---_1LC0RD_1RE0LD_1RA0LE_0LB1RD	2823499	.111010101(01010101)101A>.	893	300
1RB---_1LC0RD_1RE0LD_1LC0LD_0RA1RC	2823846	.11101111011110111101(11101)B>.	414	113
1RB---_1LC0RD_1RE1LA_0RA0LE_1LE0LB	2826178	.00100(100)A>.	78	28
1RB---_1LC0RD_1LA0LB_1RE0RB_1LE0LC	2829493	.<A11000(00)100.	137	46
1RB---_1LC0RD_1LA0LB_1RE0LD_0RA0LD	2829527	.<A1101(011011011011011).	695	201
1RB---_1LC0RD_1LA0LD_1RE0LE_1RB1LC	2830522	.111101111011(11011)B>.	161	51
1RB---_1LC0RD_1LA0LD_1LB0RE_1RB1LA	2830536	.00001001(001)B>.	136	49
1RB---_1LC0RD_1LA0LD_1LB0RE_1RB1LC	2830537	.<A11101(101101).	100	39
1RB---_1LC0RD_1LA0LD_1LB0RE_1RB1LE	2830538	.00001001(001)B>.	136	49
1RB---_1LC0RD_1LA0LD_1LB1RE_1LE0RC	2830566	.<A111011011011011(011011).	234	70
1RB---_1LC0RD_1LA0LD_1LC0LE_1RE0RA	2830585	.<A1101(01101).	63	23
1RB---_1LC0RD_1LA0LD_1LE0RE_1RD0LB	2830611	.<A11010101(01010101).	209	78
1RB---_1LC0RD_1LA1LC_1RB0LE_1RE1RD	2832386	.<A111(1111).	44	16
1RB---_1LC0RD_1LA1LC_1LE0RC_0LE0LB	2832522	.<A1111(1)001(1).	76	26
1RB---_1LC0RD_1LD0LB_1LA0RE_0LE1RB	2838042	.<A11101010(10)00(0).	195	65
1RB---_1LC0RD_1LD0LC_0RE1LE_0LB1LA	2838266	.<B011101110(1110).	232	65
1RB---_1LC0RD_1LD0LC_1LE0RB_1LA0LB	2838482	.<A11101(01110111).	166	60
1RB---_1LC0RD_1LD0LD_1RE0LC_0RB0RA	2838753	.10101010110010(1010)B>.	164	50
1RB---_1LC0RD_1LD1LA_0LE0RB_0RA0LC	2840975	.<A1001001001(001)1.	193	53
1RB---_1LC0RD_1LD1LC_0RB0LE_1RA0LA	2842000	.01100(1111)B>.	99	36
1RB---_1LC0RD_1LD1LC_0RB0LE_1RA1LA	2842009	.0111111111111(11)B>.	210	45
1RB---_1LC0RD_1LE0RB_1RC0LA_1LD0LB	2843563	.0100010010(010)B>.	209	67
1RB---_1LC0RD_1LE0RB_1RC1RD_0LA0LC	2843623	.0011001111(11)C>.	102	22
1RB---_1LC0RD_1LE0RB_1RC1LA_0LA0LB	2843644	.<A01101(101101).	100	37
1RB---_1LC0RD_1LE0RB_1RC1LA_1LA0LB	2843646	.<A11101(101101101101101).	478	156
1RB---_1LC0RD_1LE0RB_1RC1LA_1LD0LB	2843647	.<A111101101(101101101101).	531	187
1RB---_1LC0RD_1LE0RB_1RC1LD_1LA0LB	2843681	.<A11101(101101).	100	37
1RB---_1LC0RD_1LE0RD_1RC0LD_1LA0LB	2844547	.<A11101(0101).	98	38
1RB---_1LC0RD_1LE0LD_0RB1RB_1LA0LA	2844714	.<A1111(1111).	63	23
1RB---_1LC0RD_1LE0LD_0LB1RE_0RD1RA	2844884	.<B0010010010(010010).	175	59
1RB---_1LC0RD_1LE0LD_1RA0RB_1LB1LA	2845029	.<A111111111111(111111111111).	579	203
1RB---_1LC0RD_1LE0LD_1RA0LC_0LD0RE	2845043	.1101(01101)A>.	117	41
1RB---_1LC0RD_1LE0LD_1LA0RB_1LB1LA	2845262	.<A101(111111).	110	41
1RB---_1LC0RD_1LE0LD_1LB0RE_1RB1LA	2845353	.00001001(001)B>.	136	49
1RB---_1LC0RD_1LE0LD_1LB1RC_1LA0RE	2845373	.<A1111011011011(011011).	353	120
1RB---_1LC0RD_1LE1RB_1RC0RB_1LB0LA	2846626	.<A011111(111111).	151	55
1RB---_1LC0RD_1LE1LA_0RC1LC_1RE0LC	2848613	.<A1(0101)1.	83	32
1RB---_1LC0RD_1LE1LA_1RE1LA_0RB0LC	2849422	.<A1(0101)1.	41	15
1RB---_1LC0RE_0RA0LD_0LE0LE_1LA0LC	2851850	.<A100(000)1.	53	20
1RB---_1LC0RE_0RA0LD_0LE1RA_1RC0LC	2851852	.10101(10101011010101)0A>.	634	208
1RB---_1LC0RE_0RA1LD_0LC0RA_1RD0RE	2852159	.0101010101(01010101)B>.	292	103
1RB---_1LC0RE_0RA1LD_0LC0LE_0LC1LA	2852270	.01(011101011101)101B>.	533	164
1RB---_1LC0RE_0RB0LD_0LB1LD_1LA0RA	2854521	.01100(10011100)A>.	170	62
1RB---_1LC0RE_0RB0LD_0LE0LB_1RA1LA	2854803	.0001101101(101)A>.	86	25
1RB---_1LC0RE_0RC0LD_1RA1LE_0LA0LC	2860116	.<A01011(1011).	129	45
1RB---_1LC0RE_0RC1LD_0LE0LD_1RA0RB	2860648	.11(11)0011000(0000)1A>.	277	98
1RB---_1LC0RE_0RD0LB_0RA1RA_0LA1RC	2861343	.0110101(1010110101)A>.	403	141
1RB---_1LC0RE_0RD0LB_0RE1RA_0LA1RC	2861443	.0110101(1010110101)A>.	489	172
1RB---_1LC0RE_0RD0LB_0LB1RA_0LA1RC	2861590	.01101011(01011)B>.	200	65
1RB---_1LC0RE_0RD0LB_0LB1RA_1LD1RC	2861593	.01101011(01011)B>.	170	57
1RB---_1LC0RE_0RD0LB_1RA0LC_0LA1RC	2861865	.0110101(10101)A>.	141	36
1RB---_1LC0RE_0RD0LB_1RA0LE_1RD0LA	2861894	.111011(1011)A>.	124	48
1RB---_1LC0RE_0RD0LB_1RB1RA_0LA1RC	2861977	.0110101(1010110101)A>.	485	170
1RB---_1LC0RE_0RD0LB_1RB1RA_0LD1RC	2861981	.0110101(1010110101)A>.	485	170
1RB---_1LC0RE_0RD0LC_1LB1RD_0RA0LE	2863601	.01111010101010101010101010101(010101)111101B>.	1393	304
1RB---_1LC0RE_0RD0LC_1LB1RD_0RA1RB	2863602	.01111010101010101010101010101(010101)111101B>.	1141	244
1RB---_1LC0RE_0RD0LC_1LB1RD_1RA1RB	2863613	.01111010101010101010101(0101010101)A>.	945	294
1RB---_1LC0RE_0RD0LD_0RB0LE_1RA1LD	2863950	.11(11)01100(0)1A>.	98	31
1RB---_1LC0RE_0RD0LD_0LB1RA_1LD1RC	2864188	.01101011(011)B>.	124	38
1RB---_1LC0RE_0RD1LD_1LA0LB_0RB1RE	2869756	.<A1110000110110(110110).	328	110
1RB---_1LC0RE_0RE0LD_0LB0RD_0LA1RA	2871210	.<B00101101(101).	222	72
1RB---_1LC0RE_0RE0LD_0LB1LC_0LA1RA	2871259	.<B00101101(101).	184	60
1RB---_1LC0RE_0RE0LD_0LE0LD_1RC1RA	2871371	.1(01011)B>.	79	25
1RB---_1LC0RE_0RE0LD_1RA0LB_0LD1RD	2871448	.0111011(10111011)B>.	396	143
1RB---_1LC0RE_0RE1LD_1RE0LB_0RA0LD	2873812	.001(001001)10A>.	202	73
1RB---_1LC0RE_0LA0LD_1RA0LB_0RB1RB	2874475	.11010101010101010101(0101)B>.	527	133
1RB---_1LC0RE_0LA0LD_1LE0LE_0RB1LA	2874554	.000100100(100)B>.	137	40
1RB---_1LC0RE_0LA0LD_1LE1LC_0RB1LA	2874556	.000100100(100)B>.	125	36
1RB---_1LC0RE_0LA1LD_0RB0LB_1RB1RE	2874674	.00111011(011011)B>.	179	66
1RB---_1LC0RE_0LA1LD_1LA0LB_0RB1RB	2874857	.<A111(0111).	42	16
1RB---_1LC0RE_0LA1LD_1LA0LB_1LD0RB	2874860	.<A111(0111).	54	20
1RB---_1LC0RE_0LB0LD_1RD0RB_1LB1RA	2875112	.11001(101)A>.	65	22
1RB---_1LC0RE_0LD0RD_0LE1LA_0RB1RE	2878391	.10(10)0010(00)B>.	89	32
1RB---_1LC0RE_0LD0LB_0RA0RB_0RC1RD	2878680	.01010(1010)A>.	114	40
1RB---_1LC0RE_0LD0LB_1RA0LE_1RD0RA	2878976	.11001(0111001)B>.	256	92
1RB---_1LC0RE_0LD0LB_1RA1RB_1LB1RD	2878986	.11011011011011(011)B>.	197	53
1RB---_1LC0RE_0LD0LB_1RD0RA_0LC0RC	2879131	.<D0101(11).	117	37
1RB---_1LC0RE_0LD0LB_1RD0RA_1LE0RC	2879134	.<D0101(11).	99	31
1RB---_1LC0RE_0LD0LC_0RE0RA_1RD0LA	2879409	.01010(1010)A>.	246	86
