machine; formula tape; number steps before formula tape; number macro steps before special case
1RB0LE_1RC---_1RD0RA_1LE1RC_0LA1LE; 0∞<A01001(001001)1100(01)11110∞; 264; 96
1RB0LE_1RC---_1RD0RB_1LA0RC_1RD0LC; 0∞00(0)1100(10)B>0∞; 66; 21
1RB0LE_1RC---_1RD0RB_1LA0RE_1LB0LA; 0∞<B1000(0000)10∞; 72; 26
1RB0LE_1RC---_1RD0RD_0LA0RB_1LD0RE; 0∞<A010010(1010101010)0∞; 319; 100
1RB0LE_1RC---_1RD0LA_1LA0RB_1RA1LC; 0∞<A01000010010010000100001010100(001010100)1001001001001001000010101001001001010∞; 3719; 675
1RB0LE_1RC---_1RD0LA_1LC0RE_1RD0RB; 0∞(0)11(01)1D>0∞; 43; 19
1RB0LE_1RC---_1RD1RA_0LA0RD_0LD1LE; 0∞<A00111110111000(111111110111000)0∞; 801; 280
1RB0LE_1RC---_1RD1RB_0LA0RB_1LD0RE; 0∞<A010010(1010101010)0∞; 261; 86
1RB0LE_1RC---_1RD1RC_1LA0RE_1LB1LA; 0∞<B10101(0101)0∞; 54; 20
1RB0LE_1RC---_1RD1RE_1LA1RB_0RC0LA; 0∞(0111101)1B>0∞; 85; 24
1RB0LE_1RC---_1LD0RA_0RA0LE_1RE0LC; 0∞0110110(110110)A>0∞; 171; 59
1RB0LE_1RC---_1LD0RA_0RD0LE_1RE0LC; 0∞0110110(110110)A>0∞; 171; 59
1RB0LE_1RC---_1LD0RA_0LA0RE_0RD1LC; 0∞<A0111(1111111111)0∞; 474; 148
1RB0LE_1RC---_1LD0RA_0LA0RE_0LC1LC; 0∞<A0111(00111)0∞; 78; 28
1RB0LE_1RC---_1LD0RA_0LA0RE_1RB1LC; 0∞<A0111(1111111111)0∞; 408; 130
1RB0LE_1RC---_1LD0RA_0LA1LD_0RD1LC; 0∞<A0111(1111111111)0∞; 318; 102
1RB0LE_1RC---_1LD0RA_0LA1LD_0LC0LB; 0∞<A0111(00111)0∞; 66; 24
1RB0LE_1RC---_1LD0RA_0LA1LD_1RB1LC; 0∞<A0111(1111111111)0∞; 252; 84
1RB0LE_1RC---_1LD0RA_1RE0LA_0LC1RA; 0∞1110101(01010101)10A>0∞; 736; 248
1RB0LE_1RC---_1LD0RA_1LE1LD_0LA0RD; 0∞<A01111(1111)0∞; 129; 45
1RB0LE_1RC---_1LD0RC_0RD0LA_0LB0RD; 0∞<A01001(001001)0∞; 147; 51
1RB0LE_1RC---_1LD0RC_1RA0LC_0RD1RE; 0∞10101(0101)1B>0∞; 124; 46
1RB0LE_1RC---_1LD0RC_1LE0LC_0LA0RB; 0∞<A0111(0111)0∞; 78; 28
1RB0LE_1RC---_1LD0RD_0RC0LA_0LB1RB; 0∞<A01001(1001)0∞; 81; 29
1RB0LE_1RC---_1LD0RD_0RD0LA_0LB0RC; 0∞<A01001(1001)0∞; 87; 31
1RB0LE_1RC---_1LD0RD_0RD0LA_0LB1RB; 0∞<A01001(1001)0∞; 75; 27
1RB0LE_1RC---_1LD0RD_0RE1RA_0LA1LE; 0∞<A01(001001001)100∞; 212; 72
1RB0LE_1RC---_1LD0RE_0RA0LC_1RA0LB; 0∞111011(1011)B>0∞; 132; 48
1RB0LE_1RC---_1LD0RE_0LA0LC_1RA0RB; 0∞<A0101101(0101101)0∞; 297; 103
1RB0LE_1RC---_1LD0RE_0LA0LC_1LC1RA; 0∞<A0111(0111)0∞; 60; 22
1RB0LE_1RC---_1LD0RE_0LA1LD_1RA0LA; 0∞<A000001111(1111)0∞; 111; 39
1RB0LE_1RC---_1LD0RE_0LE1LD_0RB0LA; 0∞0111001(1111)C>0∞; 119; 44
1RB0LE_1RC---_1LD0RE_1RA1LC_0RB0LA; 0∞<A000011(00011)0∞; 129; 45
1RB0LE_1RC---_1LD0LA_0RA1LC_1RD0RB; 0∞1111(1111)0A>0∞; 141; 49
1RB0LE_1RC---_1LD0LA_1RA0RA_1LC0RD; 0∞00101(01)11C>0∞; 150; 47
1RB0LE_1RC---_1LD0LC_1RE0LC_1RA0RD; 0∞<C01010(1010)00010∞; 137; 52
1RB0LE_1RC---_1LD0LD_1LE0RA_1RD0LC; 0∞<C01010(1010)01(1)0∞; 159; 55
1RB0LE_1RC---_1LD1RA_0RC0LA_0LC0RE; 0∞01111111(111)A>0∞; 123; 31
1RB0LE_1RC---_1LD1RA_0LB0LA_0LD0RA; 0∞<A01000(000000)10∞; 94; 32
1RB0LE_1RC---_1LD1RA_0LE0LD_1RE0RC; 0∞1111(11)0C>0∞; 91; 35
1RB0LE_1RC---_1LD1RA_1RA0LA_0LD0RA; 0∞01101(101)B>0∞; 91; 32
1RB0LE_1RC---_1LD1RB_0RD0LA_0LB0RD; 0∞<A01001(001001)0∞; 123; 43
1RB0LE_1RC---_1LD1RE_1RA0LC_0RD0LE; 0∞0111101(11101)A>0∞; 136; 49
1RB0LE_1RC---_1LD1RE_1RA0LC_0RD1RA; 0∞111101(11101)A>0∞; 130; 47
1RB0LE_1RC---_1LD1LC_1LA1RD_1RE0RC; 0∞111(11)D>0∞; 41; 17
1RB0LE_1RC---_1LD1LE_1LA0LA_1RE0RC; 0∞111(11)0C>0∞; 57; 21
1RB0LE_1RC0RA_0RD---_1LE0RD_1LA1LC; 0∞<A10101(01010101)10∞; 239; 83
1RB0LE_1RC0RA_0RD0RD_1RE---_1LA0LC; 0∞<A101(010101)1010∞; 110; 40
1RB0LE_1RC0RA_0RD0LB_1LD0LA_1LB---; 0∞<B10011(0011)0∞; 114; 41
1RB0LE_1RC0RA_0RD1RA_1RE---_1LA0LE; 0∞<A1010(1010101010101010)0001001010∞; 834; 288
1RB0LE_1RC0RA_0RD1RB_1RE---_0LA1LE; 0∞<A01(1001)0000(00)0∞; 118; 48
1RB0LE_1RC0RA_0RD1RD_1RE---_1LA0LC; 0∞<A101(0101010101010101)1010∞; 458; 152
1RB0LE_1RC0RA_0RD1RD_1RE---_1LA1RE; 0∞<A101(0101010101010101)1010∞; 440; 144
1RB0LE_1RC0RA_0RD1RE_1LB---_1LA0LE; 0∞<A10(1010)00010∞; 100; 40
1RB0LE_1RC0RA_0RD1LB_1LB---_1LA0LC; 0∞<A10(101010)0100∞; 126; 46
1RB0LE_1RC0RA_0RD1LB_1LB---_1LA1LB; 0∞<A10(101010)0100∞; 120; 44
1RB0LE_1RC0RA_0RD1LE_1RE---_0LC0RA; 0∞<C010(1010)0100∞; 108; 42
1RB0LE_1RC0RA_0LD---_0RD1LE_1LA0LD; 0∞<A101010(10)000∞; 123; 38
1RB0LE_1RC0RA_0LD---_1RA1LA_1RD1LD; 0∞<A110(1011010110)00∞; 294; 100
1RB0LE_1RC0RA_0LD---_1RA1LD_1RC1LA; 0∞<A1010(1010)0∞; 60; 22
1RB0LE_1RC0RA_0LD---_1RA1LD_1LD1LA; 0∞<A1010(1010)0∞; 54; 20
1RB0LE_1RC0RA_0LD---_1RB1LD_1LA0LA; 0∞<A1010(1010)00∞; 81; 29
1RB0LE_1RC0RA_0LD---_1RB1LD_1LA0LD; 0∞<A1010(1010)00∞; 81; 29
1RB0LE_1RC0RA_0LD---_1RE0LD_1LA1LC; 0∞<A1010(1010)00∞; 57; 21
1RB0LE_1RC0RA_0LD---_1RE0LD_1LA1LD; 0∞<A1010(1010)00∞; 63; 23
1RB0LE_1RC0RA_0LD---_1LE1LD_0RA0LB; 0∞01010101(0101)B>0∞; 116; 36
1RB0LE_1RC0RA_0LD0RB_0RC1LA_1LD---; 0∞001(00101)101B>0∞; 182; 61
1RB0LE_1RC0RA_0LD0LA_1RA1LC_---0RB; 0∞<A01010(1010)00∞; 219; 77
1RB0LE_1RC0RA_0LD1LC_1RC1LA_0RD---; 0∞<A10110(110)0∞; 87; 31
1RB0LE_1RC0RA_1RD---_1RE---_1LA0LE; 0∞<A10(1010)00010∞; 90; 36
1RB0LE_1RC0RA_1RD---_1RE0LD_1LA0LD; 0∞<A1010(10101010)0010∞; 181; 64
1RB0LE_1RC0RA_1RD---_1LA0RB_0LA1RD; 0∞<A00111(111)0∞; 84; 30
1RB0LE_1RC0RA_1RD---_1LA0RD_0LA1RD; 0∞<A0011(000011)11110111(01)0∞; 480; 184
1RB0LE_1RC0RA_1RD---_1LA1RB_1LD0LA; 0∞<A00001000110(1000110)0010∞; 430; 142
1RB0LE_1RC0RA_1RD---_1LE0RD_1LA0LE; 0∞<A101010(1010)000100∞; 166; 56
1RB0LE_1RC0RA_1RD0LA_1LB---_1LA0RD; 0∞<A10(1010)0100∞; 102; 40
1RB0LE_1RC0RA_1RD0LC_1LB---_1LA0RD; 0∞<A10(1010)0100∞; 114; 44
1RB0LE_1RC0RA_1RD1RB_1RE---_0LA1LE; 0∞<A011(0011)1000∞; 82; 32
1RB0LE_1RC0RA_1RD1RB_1LB---_0LA1LE; 0∞<A01(1001)000(00)0∞; 118; 48
1RB0LE_1RC0RA_1RD1RC_1LA---_1RA0LC; 0∞<C001101111(1111)0∞; 203; 66
1RB0LE_1RC0RA_1RD1LB_1LA---_1LA1LB; 0∞<A101010(10101010)010100∞; 305; 106
1RB0LE_1RC0RA_1RD1LB_1LB---_1LA0LC; 0∞<A10(101010)0100∞; 114; 42
1RB0LE_1RC0RA_1RD1LB_1LB---_1LA1LB; 0∞<A10(101010)0100∞; 114; 42
1RB0LE_1RC0RA_1RD1LB_1LE---_1LA0LC; 0∞<A1010(1010101010)01010100∞; 399; 138
1RB0LE_1RC0RA_1LD---_0LE0RE_0RA1LC; 0∞01010(1010)A>0∞; 87; 31
1RB0LE_1RC0RA_1LD---_1RA1LA_0RD0LB; 0∞<A1101(01101)0∞; 96; 34
1RB0LE_1RC0RA_1LD---_1RA1LA_1RD1LD; 0∞<A1101(01101)0∞; 78; 28
1RB0LE_1RC0RA_1LD---_1LE0RD_1LA0RC; 0∞<A1(01010101)11100∞; 168; 58
1RB0LE_1RC0RA_1LD---_1LE0RD_1LA1RE; 0∞<A101(010101)100∞; 116; 42
1RB0LE_1RC0RA_1LD0RA_1LA1LD_0LB---; 0∞<A1111(101111)0∞; 162; 60
1RB0LE_1RC0RA_1LD0RE_1LB0LD_1RB---; 0∞101101101(101)0(10)A>0∞; 176; 59
1RB0LE_1RC0RA_1LD0LB_1LA0LD_0LB---; 0∞<A101010011(010011)0∞; 179; 59
1RB0LE_1RC0RA_1LD1RA_---1LE_1LC1LA; 0∞<A1(00101)110∞; 77; 28
1RB0LE_1RC0RA_1LD1RA_0RA1LB_0LD---; 0∞0111(1010111)A>0∞; 181; 54
1RB0LE_1RC0RA_1LD1LC_---1LA_1RA0RB; 0∞111111(111111)0A>0∞; 177; 61
1RB0LE_1RC0RB_0RD---_1LE0LA_0LA1LA; 0∞<A000010(10)01(1)0∞; 87; 31
1RB0LE_1RC0RB_0RD1LE_1LB---_1LD1LA; 0∞<A1011(1011)0∞; 69; 25
1RB0LE_1RC0RB_0LD0RA_0RE1LC_1LA---; 0∞100101(0101)B>0∞; 123; 40
1RB0LE_1RC0RB_0LD0RA_1RA1LA_1LC---; 0∞1(10101)B>0∞; 41; 14
1RB0LE_1RC0RB_0LD0RA_1RA1LC_1LA---; 0∞<A100(10101010)0∞; 233; 85
1RB0LE_1RC0RB_0LD1RA_---1LA_0LB1LC; 0∞<A10010(10010)0∞; 75; 27
1RB0LE_1RC0RB_0LD1RB_0LA1LD_---0LB; 0∞111000011111011100000(11100)0000110000011000111111(111)00110001C>0∞; 2779; 604
1RB0LE_1RC0RB_0LD1LC_---1RE_1LA0RE; 0∞1(00)B>0∞; 33; 12
1RB0LE_1RC0RB_1RD---_1LA0RE_1LA0LA; 0∞<A1000(0000)10∞; 72; 26
1RB0LE_1RC0RB_1RD---_1LA0LB_0LD0LD; 0∞<A100101010(10)01(1)0∞; 136; 43
1RB0LE_1RC0RB_1RD---_1LA0LB_1RE0LD; 0∞<A100101(0101)0∞; 149; 54
1RB0LE_1RC0RB_1RD1LA_1LA1RA_---0LC; 0∞<A1001(01001)0∞; 99; 35
1RB0LE_1RC0RB_1LC1LD_---1RE_1LA0RA; 0∞<A1010(1010)0∞; 60; 22
1RB0LE_1RC0RB_1LD---_0LB1LE_1LD1RA; 0∞1(1)(000)B>0∞; 57; 8
1RB0LE_1RC0RB_1LD0RA_---0LA_1RC0LC; 0∞11(11)01110(1010)A>0∞; 135; 50
1RB0LE_1RC0RB_1LD0RA_0LA0LC_0RB---; 0∞<A01010101010101010101010101010101010101010101010101010101(0101)10∞; 1818; 246
1RB0LE_1RC0RB_1LD0RA_1LA0LC_0RB---; 0∞<A110101(10101)0∞; 92; 31
1RB0LE_1RC0RB_1LD0RD_1LE0LC_0RA---; 0∞010(1010)B>0∞; 63; 22
1RB0LE_1RC0RB_1LD0RE_0RA0LC_0LD---; 0∞0010010010(1010)B>0∞; 188; 70
1RB0LE_1RC0RB_1LD1LC_---1LE_1RE1LA; 0∞<A111(111)0∞; 69; 25
1RB0LE_1RC0RB_1LD1LC_1LA0LC_1LD---; 0∞<A11101(01)(111)0∞; 99; 37
1RB0LE_1RC0RB_1LD1LC_1LA0LD_0RD---; 0∞<A1001(111111)0∞; 148; 58
1RB0LE_1RC0RC_0LD0LA_1RA1LC_---0RB; 0∞11111111(1111)B>0∞; 146; 44
1RB0LE_1RC0RC_0LD1LA_1RA1LC_---1LD; 0∞1111(1111)B>0∞; 75; 26
1RB0LE_1RC0RC_1RD---_0LA0RA_1LA1RE; 0∞<A101(01010101)100∞; 168; 60
1RB0LE_1RC0RC_1RD---_1LD0RA_1LA0LC; 0∞<A10010(10010)0∞; 102; 36
1RB0LE_1RC0RC_1RD---_1LD0RA_1LA0LE; 0∞<A10010(10010)0∞; 78; 28
1RB0LE_1RC0RC_1RD0RA_1LE0LD_---1LA; 0∞1(1)00110(110)A>0∞; 96; 34
1RB0LE_1RC0RC_1LD---_1RD0RA_1LA0LB; 0∞<A10(010010)100∞; 148; 50
1RB0LE_1RC0RC_1LD0RA_1LA0LB_1LD---; 0∞<A111(110110)0∞; 111; 42
1RB0LE_1RC0RC_1LD0RA_1LA0LC_1LC---; 0∞<A11(011011011011)10110∞; 293; 100
1RB0LE_1RC0RC_1LD0RB_0LA0LB_---1RA; 0∞11110(00)B>0∞; 56; 18
1RB0LE_1RC0RC_1LD0RB_0LA0LB_---1LC; 0∞11110(0000)B>0∞; 136; 48
1RB0LE_1RC0RC_1LD0RB_1LA0LC_0LB---; 0∞100101101100110100(10101010)B>0∞; 367; 112
1RB0LE_1RC0RC_1LD0RD_1RE1LC_---1RA; 0∞11111(111111)A>0∞; 134; 46
1RB0LE_1RC0RC_1LD0LA_---1LB_1RE0RB; 0∞111(111)0B>0∞; 155; 50
1RB0LE_1RC0RC_1LD0LA_1RE1LC_---0RB; 0∞<A011111(11111111)0∞; 1141; 373
1RB0LE_1RC0RC_1LD0LE_---0LA_1RE1RB; 0∞1(111)B>0∞; 37; 10
1RB0LE_1RC0RC_1LD1RB_---0LA_1RC1RB; 0∞<A0101(11110101)0∞; 232; 80
1RB0LE_1RC0RC_1LD1RB_---0LA_1RC1RE; 0∞<A0101(11110101)0∞; 232; 80
1RB0LE_1RC0RC_1LD1RB_0LA1LB_1LD---; 0∞<A01001(01001)0∞; 96; 34
1RB0LE_1RC0RC_1LD1RB_0LB1LA_1LC---; 0∞<A1111111111(1111)0∞; 161; 52
1RB0LE_1RC0RC_1LD1RB_1LA1RD_---0LB; 0∞<A1101(1101)0∞; 81; 29
1RB0LE_1RC0RD_0RD1LE_1RE---_0LC0RA; 0∞0101010101010101(01010101)B>0∞; 455; 141
1RB0LE_1RC0RD_0LB0RB_1LD1LA_---1LB; 0∞<A111(111111)0∞; 315; 90
1RB0LE_1RC0RD_0LC1RD_1LA1RB_---0LD; 0∞<A1001(1001)0∞; 78; 28
1RB0LE_1RC0RD_0LD---_0RA0LE_1LA1LE; 0∞<A11(1010)000∞; 78; 30
1RB0LE_1RC0RD_0LD---_0LA0RE_1LE1LA; 0∞<A111(1111)0∞; 73; 26
1RB0LE_1RC0RD_0LD1RE_0LA1LD_---1RA; 0∞<A011(1111)00∞; 50; 16
1RB0LE_1RC0RD_0LD1LA_0RA1LC_1LA---; 0∞011001(1001)B>0∞; 109; 38
1RB0LE_1RC0RD_1RD---_1LA0RA_0LD0LA; 0∞<A1000000(00)100001(1)0∞; 126; 41
1RB0LE_1RC0RD_1RD---_1LA0RA_0LD0LE; 0∞<A1000000(00)100001(1)0∞; 126; 41
1RB0LE_1RC0RD_1RD---_1LA0RB_0LD0LE; 0∞<A1000000(00)10001(1)0∞; 120; 39
1RB0LE_1RC0RD_1RD---_1LA0RC_0LD0LA; 0∞<A1000000(00)1001(1)0∞; 114; 37
1RB0LE_1RC0RD_1RD---_1LA1RA_1LA0LE; 0∞<A10000(0)100001(1)0∞; 98; 32
1RB0LE_1RC0RD_1RD---_1LA1RB_0LA1RD; 0∞<A00111(00111)0∞; 84; 30
1RB0LE_1RC0RD_1RD---_1LA1RB_1LA0LE; 0∞<A10000(0)10001(1)0∞; 92; 30
1RB0LE_1RC0RD_1RD---_1LE0RB_0LB1LA; 0∞11(11)00110(0000)B>0∞; 181; 66
1RB0LE_1RC0RD_1RD0LD_1LA0LA_---0LC; 0∞<A1000(0000)10∞; 72; 26
1RB0LE_1RC0RD_1RD0LD_1LA1RB_---0LC; 0∞<A10001(10001)0∞; 90; 32
1RB0LE_1RC0RD_1LB---_1RA0LE_1LA0RE; 0∞<A10101010(1010)00∞; 140; 46
1RB0LE_1RC0RD_1LC0RB_1LD1LA_---1LB; 0∞<A111111(111111)0∞; 484; 162
1RB0LE_1RC0RD_1LC1LD_1RC1LA_---0RC; 0∞<A111(1111)0∞; 67; 24
1RB0LE_1RC0RD_1LC1LD_1RC1LA_---1LC; 0∞<A111(0111)0∞; 63; 22
1RB0LE_1RC0RD_1LC1LD_1LA0RC_---1RC; 0∞<A11111(111)0∞; 104; 32
1RB0LE_1RC0RD_1LC1LD_1LA0RC_---1LB; 0∞<A11111(11111)0∞; 138; 42
1RB0LE_1RC0RD_1LC1LD_1LB1LA_---0RC; 0∞<A111(1111)0∞; 65; 23
1RB0LE_1RC0RD_1LD---_0RA1RA_1LA1LE; 0∞<A111(10110)00∞; 112; 42
1RB0LE_1RC0RD_1LD---_0RA1LA_0LB0RE; 0∞<A11(111111)0110∞; 299; 97
1RB0LE_1RC0RD_1LD---_0RA1LA_0LB0LE; 0∞<A110(011001100110)110∞; 299; 97
1RB0LE_1RC0RD_1LD---_0RA1LA_0LB1RC; 0∞<A11(111111)0110∞; 257; 85
1RB0LE_1RC0RD_1LD---_0RA1LA_0LB1LD; 0∞<A110(011001100110)110∞; 341; 109
1RB0LE_1RC0RD_1LD---_1RA0LE_1LA0RE; 0∞<A10101010(1010)00∞; 156; 50
1RB0LE_1RC0RD_1LD---_1LA0LA_0LD0LD; 0∞<A1000(000)10∞; 63; 24
1RB0LE_1RC0RD_1LD---_1LA0LA_1LA0LD; 0∞<A100(000)10∞; 54; 20
1RB0LE_1RC0RD_1LD0RA_0RB0LA_0LC---; 0∞00101(0101)10A>0∞; 238; 75
1RB0LE_1RC0RD_1LD0RA_1LB1LA_0LD---; 0∞<A100100(100100)0∞; 138; 50
1RB0LE_1RC0RD_1LD0RB_0LA1LD_---0LB; 0∞<A0111(11101111110111)0∞; 562; 166
1RB0LE_1RC0RD_1LD0RC_0RA0LA_0LB---; 0∞<A01001(001001)0∞; 111; 39
1RB0LE_1RC0RD_1LD0LA_---1LB_1RE0RB; 0∞111(111)0B>0∞; 123; 42
1RB0LE_1RC0RD_1LD0LB_1RB1LA_0LC---; 0∞<A1100110011(1100110011)0∞; 319; 110
1RB0LE_1RC0RD_1LD1RA_0LA0LE_---0RC; 0∞<A01(0101)10∞; 99; 36
1RB0LE_1RC0RD_1LD1RA_0LA1RE_---0RC; 0∞<A0101(0101)0∞; 75; 27
1RB0LE_1RC0RD_1LD1RA_0LA1LC_---0RC; 0∞<A01(0101)10∞; 105; 38
1RB0LE_1RC0RD_1LD1RB_---0LA_1RA1RB; 0∞1(111)B>0∞; 37; 10
1RB0LE_1RC0RD_1LD1RB_---0LA_1RE1RB; 0∞1(111)B>0∞; 37; 10
1RB0LE_1RC0RD_1LD1RE_---0LA_1RA1RB; 0∞11111(11111111)A>0∞; 318; 106
1RB0LE_1RC0RD_1LD1RE_---0LA_1RC1RB; 0∞<A0101(1111)0∞; 98; 34
1RB0LE_1RC0RD_1LD1RE_0LA1LD_---1RA; 0∞<A0111(1111)0∞; 54; 18
1RB0LE_1RC0RD_1LD1LD_---0LA_1RE0RB; 0∞111(111)0B>0∞; 147; 52
1RB0LE_1RC0RE_0RD1LE_1RE---_0LC0RA; 0∞0101010101010101(01010101)B>0∞; 543; 169
1RB0LE_1RC0RE_0LD---_0RA1RE_1LA1RD; 0∞<A1010(01010)0∞; 84; 30
1RB0LE_1RC0RE_0LD---_0RA1LA_1LA1RD; 0∞<A1010(01010)0∞; 66; 24
1RB0LE_1RC0RE_0LD---_0RA1LD_1LA1RD; 0∞<A1010(01010)0∞; 72; 26
1RB0LE_1RC0RE_0LD---_1LA0RE_1RD1LC; 0∞<A101011(01011)0∞; 83; 29
1RB0LE_1RC0RE_0LD---_1LA1RD_1RA0LD; 0∞<A100100100(100)000∞; 185; 63
1RB0LE_1RC0RE_1RD---_1LA1RC_1RA0LD; 0∞<A1001001001(001001001001001)110∞; 707; 249
1RB0LE_1RC0RE_1RD---_1LA1RD_1RA0LD; 0∞<A100100(100100)0∞; 129; 47
1RB0LE_1RC0RE_1RD---_1LA1LE_1RA0LD; 0∞<A100(100)001(101)0∞; 119; 50
1RB0LE_1RC0RE_1RD0LC_1LA---_1RA0LC; 0∞<C000100100(100100)010∞; 223; 82
1RB0LE_1RC0RE_1RD0LC_1LA---_1RA1LB; 0∞<C000100100(100100)010∞; 319; 114
1RB0LE_1RC0RE_1LC1LD_1RC1LA_---1RC; 0∞<A111(111)0∞; 65; 22
1RB0LE_1RC0RE_1LC1LD_1LA0RC_---1RC; 0∞<A111(111)0∞; 71; 20
1RB0LE_1RC0RE_1LC1LD_1LA1LA_---1RC; 0∞<A111(111)0∞; 57; 18
1RB0LE_1RC0RE_1LD---_0RA0RA_1LA1RD; 0∞<A1010(01010)0∞; 72; 26
1RB0LE_1RC0RE_1LD---_0RA0LE_1LA1RD; 0∞<A1010(01010)0∞; 78; 28
1RB0LE_1RC0RE_1LD---_1RB0LA_1LA0LD; 0∞<A100(000)10∞; 54; 20
1RB0LE_1RC0RE_1LD---_1RB0LA_1LD0LD; 0∞11(111)C>0∞; 44; 17
1RB0LE_1RC0RE_1LD---_1RB0LB_1RA0LC; 0∞1(011)B>0∞; 37; 14
1RB0LE_1RC0RE_1LD---_1RD0RA_1LA0RC; 0∞<A1010(01010)0∞; 84; 30
1RB0LE_1RC0RE_1LD---_1LA0LB_1LD0RA; 0∞<A111(110110)0∞; 111; 42
1RB0LE_1RC0RE_1LD---_1LA1RD_1RA0LD; 0∞<A100100(100100)0∞; 135; 49
1RB0LE_1RC0RE_1LD---_1LE0RA_1LA1RD; 0∞<A1010(01010)0∞; 84; 30
1RB0LE_1RC0RE_1LD0RC_0LB0LA_0RD---; 0∞<A0101(0101)0∞; 114; 40
1RB0LE_1RC0RE_1LD0LA_1LA1LC_---0RC; 0∞<A11(11)010∞; 82; 27
1RB0LE_1RC0RE_1LD1RC_1RE0LC_---1RA; 0∞<C01110111(111)0∞; 119; 40
1RB0LE_1RC0RE_1LD1LC_---1LA_0LB1RB; 0∞<A11011(1111)0∞; 113; 44
1RB0LE_1RC0LA_0RD0RA_1LA---_1LB1RD; 0∞<A010010(010010)0∞; 135; 49
1RB0LE_1RC0LA_0RD0RB_1LA---_1LB1LE; 0∞<B11(11)0011000∞; 62; 16
1RB0LE_1RC0LA_0LD0RB_1LB1LD_---0RB; 0∞<B11(11)01100∞; 49; 12
1RB0LE_1RC0LA_0LD0RB_1LB1LD_---0LB; 0∞<B(11)0001100∞; 33; 6
1RB0LE_1RC0LA_1RD---_1LE0RB_0RB0LB; 0∞11(111)C>0∞; 50; 20
1RB0LE_1RC0LA_1RD0RA_0LE---_1LB1RE; 0∞<A010010(010)1000∞; 170; 57
1RB0LE_1RC0LA_1RD0RA_1RE---_1LB0LE; 0∞<A0100(100)0000∞; 105; 39
1RB0LE_1RC0LA_1RD0RA_1RE---_1LB1RD; 0∞<A010010(010010010010010)10∞; 599; 207
1RB0LE_1RC0LA_1RD0RA_1RE---_1LB1RE; 0∞<A0100100(100100)0∞; 147; 53
1RB0LE_1RC0LA_1RD0RA_1RE---_1LB1LA; 0∞<A0100(100)001(101)0∞; 149; 62
1RB0LE_1RC0LA_1RD0RA_1RE---_1LB1LE; 0∞<A010(010010010010010)10010∞; 643; 210
1RB0LE_1RC0LA_1RD0RA_1LA---_1LB1RD; 0∞<A01001(001001001001001)10∞; 541; 183
1RB0LE_1RC0LA_1RD0RA_1LA---_1LB1RE; 0∞<A010010(010010)0∞; 135; 49
1RB0LE_1RC0LA_1RD0RA_1LB---_1LB1RC; 0∞<A010010(010010)0∞; 141; 51
1RB0LE_1RC0LA_1RD0RA_1LB---_1LB1RD; 0∞<A010010(010)1000∞; 162; 55
1RB0LE_1RC0LA_1RD0RA_1LB---_1LB1RE; 0∞<A010010(010)1000∞; 162; 55
1RB0LE_1RC0LA_1RD0RA_1LE---_1LB1RE; 0∞<A0100100(100100)0∞; 153; 55
1RB0LE_1RC0LA_1RD0RE_1LE---_1LB0LB; 0∞<B1000(000)10∞; 64; 24
1RB0LE_1RC0LA_1RD1RE_1LB---_0RA0LB; 0∞011101(1101)B>0∞; 124; 43
1RB0LE_1RC0LA_1RD1LE_1LB1LD_---0RB; 0∞<B1111(111)0∞; 119; 43
1RB0LE_1RC0LA_1LD0RB_1LB1LD_---0RB; 0∞<A0111111111(111111111111)0∞; 679; 232
1RB0LE_1RC0LA_1LD0RD_---1LE_0RA0LB; 0∞<B0111111(111111)0∞; 371; 131
1RB0LE_1RC0LA_1LD1RE_0LA1LD_---1RA; 0∞<A0111(1111)0∞; 52; 18
1RB0LE_1RC0LB_0RD---_1LD1RE_1LB0RA; 0∞<B000(0)1010(0)100∞; 163; 50
1RB0LE_1RC0LB_0RD0RE_1LB---_1LD1RA; 0∞<B000(01100110)110∞; 255; 94
1RB0LE_1RC0LB_0RD1LC_1LB1RE_---1RA; 0∞01111011(11011)A>0∞; 229; 68
1RB0LE_1RC0LC_0RD0RA_0LE---_1LA1LD; 0∞<A101010(1010)0∞; 63; 24
1RB0LE_1RC0LC_0RD1RA_1LD1LE_---1LA; 0∞<A1(0101)1110∞; 63; 25
1RB0LE_1RC0LC_0LD0RA_---1RE_1LA0LB; 0∞<A10101(0101)0∞; 87; 32
1RB0LE_1RC0LC_0LD0RA_1LA1RD_---1LC; 0∞<A10101(0101)0∞; 63; 24
1RB0LE_1RC0LC_0LD0RA_1LB1LA_1RD---; 0∞<B100110(110)0∞; 208; 79
1RB0LE_1RC0LC_0LD0RA_1LB1LA_1LC---; 0∞<A101010101010010(101010101010101010101010)0∞; 1749; 566
1RB0LE_1RC0LC_0LD1RA_1LA1RD_---0RC; 0∞<A101(0101)0∞; 69; 25
1RB0LE_1RC0LC_1RD0RA_1LA0LB_---0LD; 0∞<A100101(0101)0∞; 117; 42
1RB0LE_1RC0LC_1RD0RA_1LC---_1LA0LB; 0∞<A101010(1010)0∞; 105; 38
1RB0LE_1RC0LC_1RD1RE_1LA---_0LB0RB; 0∞<B001000100(0100)0∞; 172; 50
1RB0LE_1RC0LC_1LB1LD_0LA0RD_1LD---; 0∞<A0101(100101)0∞; 222; 72
1RB0LE_1RC0LC_1LD0RA_---0LE_1LA0LB; 0∞<A10101(0101)0∞; 69; 26
