machine; formula tape; number steps before formula tape; number macro steps before special case
1RB0LE_0RC1LD_1LA0LA_---1LE_1RA1LB; 0∞<B111(111111)0∞; 179; 66
1RB0LE_0RC1LD_1LA1RA_---0LA_1LB0RC; 0∞011(1011)01A>0∞; 111; 43
1RB0LE_0RC1LD_1LA1RA_0LC1LB_---0RA; 0∞<A10111(0111)0∞; 95; 36
1RB0LE_0RC1LD_1LC0RB_0RA0LA_1LA---; 0∞<A1010(10)01011111(111)0∞; 260; 85
1RB0LE_0RC1LD_1LC0RB_0LA---_0RD1LA; 0∞<A011(1111)0∞; 91; 30
1RB0LE_0RC1LD_1LC0RB_0LA---_1RB1LA; 0∞<A011(1111)0∞; 87; 28
1RB0LE_0RC1LD_1LC0RB_0LA---_1LD0RC; 0∞<A01001101101111(0111101111)0∞; 704; 230
1RB0LE_0RC1LD_1LC0RB_0LA---_1LD1LA; 0∞<A011(111111)0∞; 115; 34
1RB0LE_0RC1LD_1LC1LA_---0RA_1RB1LB; 0∞<A111(111)0∞; 115; 38
1RB0LE_0RC1LD_1LD1RA_0LA0RD_0RC---; 0∞<A0101(0101)0∞; 72; 26
1RB0LE_0RC1LD_1LD1RE_0LA---_1LB0RB; 0∞<A011011001001(001001001)0∞; 584; 195
1RB0LE_0RC1LE_0RD0LA_1LD1LB_---1RC; 0∞<B1111(111)0∞; 79; 29
1RB0LE_0RC1LE_1RD---_0LB1RA_0LB0RA; 0∞<B0100010(0010)0∞; 100; 27
1RB0LE_0RC1LE_1RD0LA_1LB---_1LC0RC; 0∞<A0111(111)0∞; 69; 25
1RB0LE_0RC1LE_1LC0LD_1LA0LA_---1RA; 0∞<A1011(1111)0∞; 160; 49
1RB0LE_0RC1LE_1LD---_0RA0RE_1LA1RD; 0∞<A1010(01010)0∞; 84; 30
1RB0LE_0RC1LE_1LD0RB_1LC---_0LA0RC; 0∞<A011(01111)0∞; 83; 27
1RB0LE_0RC1LE_1LD0RB_1LC---_0LA0LC; 0∞<A011(0110001111)0∞; 291; 78
1RB0LE_0LB0RC_1RD---_1RE0RA_1LA1LD; 0∞<A1010101001010(1010)010(1010)0∞; 537; 196
1RB0LE_0LB0RC_1RD---_1LA1RA_1LA0RB; 0∞<A101(0101)0∞; 63; 23
1RB0LE_0LB0RC_1RD---_1LA1RA_1LA0LB; 0∞<A101(0101)0∞; 57; 21
1RB0LE_0LB0RC_1RD1LA_1LD1LC_---0RD; 0∞<A111(1111)0∞; 71; 24
1RB0LE_0LB0RC_1LD1RC_1LA0RD_0RB---; 0∞<A110011(000011)0∞; 176; 59
1RB0LE_0LB0RC_1LD1RC_1LA0RD_0LB---; 0∞<A110011(000011)0∞; 158; 53
1RB0LE_0LB0RC_1LD1RD_1RC1RA_---1LA; 0∞<A1010(1010)0∞; 69; 25
1RB0LE_0LB0RC_1LD1RE_1LA---_0RD0RB; 0∞<A110011(0011)0∞; 122; 41
1RB0LE_0LB0LC_1LA1RD_0RA0RD_1LC---; 0∞<A1(101)000∞; 38; 13
1RB0LE_0LB1RC_0RD---_1RE0RA_1LA1RE; 0∞<A10111111(11)011(1)0∞; 188; 60
1RB0LE_0LB1RC_0RD1LE_1LD1LA_---0LB; 0∞<A111(111)0∞; 89; 29
1RB0LE_0LB1RC_1RD0RA_1LA1RA_---1LD; 0∞<A1101(101101101101101101101101)0∞; 1032; 336
1RB0LE_0LB1LC_1LA1RD_---0RE_1LC0RC; 0∞<A1101111(01111)0∞; 121; 41
1RB0LE_0LC---_0RE1LD_1LC1LA_1RC1RD; 0∞<C11111(111)0∞; 100; 34
1RB0LE_0LC---_1RA0LD_0RE1LC_1RC1RE; 0∞111111(11)B>0∞; 84; 23
1RB0LE_0LC---_1RC0RD_1LB0RA_0LB---; 0∞<C01(100)0∞; 81; 26
1RB0LE_0LC---_1RC1RD_1RE0RE_1LA0LC; 0∞<C001(111)0∞; 73; 25
1RB0LE_0LC---_1RD0LC_1LA0RA_0RC1LB; 0∞0101010(1010)A>0∞; 165; 54
1RB0LE_0LC---_1RD1LC_0RC1RA_0LC0LA; 0∞1(0101)11B>0∞; 54; 19
1RB0LE_0LC---_1LA0RD_1RC1RA_1LD1LC; 0∞10101(0101)C>0∞; 64; 22
1RB0LE_0LC0RA_0RA1LD_0LE---_1RC1LB; 0∞1(0101)B>0∞; 57; 24
1RB0LE_0LC0RA_0RA1LD_1LA---_0RD1LB; 0∞<A110(10110)0∞; 98; 37
1RB0LE_0LC0RA_0RA1LD_1LA---_1RC1LB; 0∞<A110(10110)0∞; 86; 33
1RB0LE_0LC0RA_0RD1LD_1LA---_1RC0LC; 0∞<A110(0110)0∞; 48; 18
1RB0LE_0LC0RA_0LD1LC_0LE---_1RE1RA; 0∞1(1111)B>0∞; 31; 11
1RB0LE_0LC0RA_0LD1LD_1LA---_0RD1LB; 0∞<A110(1011010110)0∞; 274; 99
1RB0LE_0LC0RA_0LE1LD_1LA---_0RD1LB; 0∞<A110(1011010110)0∞; 332; 116
1RB0LE_0LC0RA_1RD1LB_1RE---_1RB0RC; 0∞<B100100(100)00∞; 111; 38
1RB0LE_0LC0RA_1RD1LB_1LA0RD_0RC---; 0∞01010(1010)A>0∞; 90; 32
1RB0LE_0LC0RA_1RD1LC_---0LE_1RC1RA; 0∞11(111)01B>0∞; 118; 45
1RB0LE_0LC0RA_1RD1LC_---1RA_1RC0LB; 0∞111(1111)01B>0∞; 203; 76
1RB0LE_0LC0RA_1RD1LC_---1RA_1RC1RA; 0∞111(1111)01B>0∞; 137; 52
1RB0LE_0LC0RA_1RD1LC_---1LE_1RC1RA; 0∞11(111)01B>0∞; 146; 55
1RB0LE_0LC0RA_1RE0RD_1RC---_1LA0RB; 0∞<A1010101(0101)1010(10)0∞; 229; 80
1RB0LE_0LC0RA_1RE0RD_1RC---_1LA1RE; 0∞<A1010101(0101)1010(10)0∞; 215; 76
1RB0LE_0LC0RA_1LA0RD_0RE1LB_1LC---; 0∞<A1010(1010)0∞; 72; 26
1RB0LE_0LC0RA_1LA0LD_1RC---_0RC1LB; 0∞1(0101)B>0∞; 81; 34
1RB0LE_0LC0RA_1LA0LD_1RC---_0RC1LC; 0∞11(101)01B>0∞; 80; 29
1RB0LE_0LC0RA_1LA1RD_1LB0RD_1LD---; 0∞<A10110(10)0∞; 86; 37
1RB0LE_0LC0RA_1LA1LD_0LE---_0RC1LB; 0∞1(0101)B>0∞; 69; 30
1RB0LE_0LC0RA_1LA1LD_0LE---_0RC1LC; 0∞11(101)01B>0∞; 70; 25
1RB0LE_0LC0RA_1LA1LD_1LA---_0RC1LB; 0∞<A110(1011010110)0∞; 328; 114
1RB0LE_0LC0RA_1LA1LD_1LA---_0RD1LB; 0∞<A110(1011010110)0∞; 328; 114
1RB0LE_0LC0RA_1LA1LD_1LB0RD_1RB---; 0∞<A10110(10)0∞; 88; 39
1RB0LE_0LC0RA_1LA1LD_1LB0RD_1LD---; 0∞<A10110(10)0∞; 74; 33
1RB0LE_0LC0RA_1LD0RB_1LA---_0RD1LB; 0∞<A110(10110)0∞; 58; 20
1RB0LE_0LC0RA_1LD1LC_0RB0LA_1RA---; 0∞<C11011(11)00∞; 84; 26
1RB0LE_0LC0RA_1LE0RD_1RC---_1LA1RE; 0∞<A1010101(0101)1010(10)0∞; 223; 78
1RB0LE_0LC0RA_1LE0RD_1RC---_1LA1LE; 0∞<A10101(01)10101(0101)0∞; 177; 66
1RB0LE_0LC0RA_1LE1LD_1LB0RD_1RB---; 0∞110101(01)B>0∞; 110; 41
1RB0LE_0LC0RB_0RA1LD_1RC1LC_1LA---; 0∞<A101(0101)111100∞; 146; 52
1RB0LE_0LC0RB_0RA1LD_1LC---_1RE1LA; 0∞<A101(0101)111100∞; 170; 60
1RB0LE_0LC0RB_0RA1LD_1LC---_1LA---; 0∞<A101(0101)111100∞; 122; 44
1RB0LE_0LC0RB_0RA1LD_1LC0LA_1RA---; 0∞<A01(010101)1100∞; 137; 50
1RB0LE_0LC0RB_0RA1LD_1LC0LA_1RC---; 0∞<A01(01010101)1100∞; 265; 96
1RB0LE_0LC0RB_1RD1LA_1RA1RB_---1LC; 0∞<A1(10101)00∞; 127; 42
1RB0LE_0LC0RB_1RD1LA_1RA1LA_---1LC; 0∞<A1(10101)00∞; 119; 40
1RB0LE_0LC0RC_0RA0LD_1RE---_1LA0LC; 0∞<A1010(1010)0∞; 75; 27
1RB0LE_0LC0RC_0RA0LD_1RE---_1LA0LD; 0∞<A1010(1010)0∞; 63; 23
1RB0LE_0LC0RC_0RA0LD_1RE---_1LA1RB; 0∞<A1010(1010)0∞; 69; 25
1RB0LE_0LC0RC_0RA1RD_0LE---_1LA1LD; 0∞<A1010(1010)0∞; 57; 21
1RB0LE_0LC0RC_0RA1LD_0LE---_1LA0LC; 0∞<A1010(1010)0∞; 63; 23
1RB0LE_0LC0RC_0RA1LD_0LE---_1LA1RB; 0∞<A1010(1010)0∞; 57; 21
1RB0LE_0LC0RC_0RA1LD_0LE---_1LA1LD; 0∞<A1010(1010)0∞; 51; 19
1RB0LE_0LC0RC_0RA1LD_1LC---_1LA0LC; 0∞<A1010(1010)0∞; 75; 27
1RB0LE_0LC0RC_0RA1LD_1LC---_1LA1RB; 0∞<A1010(1010)0∞; 69; 25
1RB0LE_0LC0RC_0RA1LD_1LC---_1LA1LD; 0∞<A1010(1010)0∞; 63; 23
1RB0LE_0LC0RC_0RD1LA_1RA1RE_1LB---; 0∞<A10(1010)0∞; 39; 13
1RB0LE_0LC0RC_0RD1LA_1LB0RB_---0RB; 0∞<A1011(111011)0∞; 184; 62
1RB0LE_0LC0RC_0RD1LA_1LB0RB_---0RC; 0∞<A1011(111)0∞; 78; 23
1RB0LE_0LC0RC_0RD1LA_1LB0RB_---0RD; 0∞<A1011(111011)0∞; 176; 60
1RB0LE_0LC0RC_0RD1LA_1LB0RB_---0LB; 0∞<A1011(1111011)0∞; 260; 79
1RB0LE_0LC0RC_0RD1LA_1LB0RB_---1LC; 0∞<A1011(111011)0∞; 192; 64
1RB0LE_0LC0RC_0RD1LA_1LB1RD_0LC---; 0∞<A101(0101)10∞; 74; 25
1RB0LE_0LC0RC_0RD1LA_1LB1RD_1LB---; 0∞<A101(0101)10∞; 68; 23
1RB0LE_0LC0RC_0RD1LA_1LD0LA_---0RC; 0∞<A10(111)0∞; 51; 12
1RB0LE_0LC0RC_0RD1LA_1LD0LA_---1LB; 0∞<A10(111)0∞; 55; 12
1RB0LE_0LC0RC_0RE1RD_1LA---_0LD1RB; 0∞<A1001(1001)0∞; 69; 25
1RB0LE_0LC0RC_0LD1LB_1RE---_1RA0RE; 0∞1111(0111)1A>0∞; 86; 32
1RB0LE_0LC0RC_0LE0RD_1LA0RA_1LD---; 0∞<A1101100(1100)0∞; 135; 43
1RB0LE_0LC0RC_1RD1LA_1LE1RD_---1LB; 0∞<A101(0101)10∞; 74; 25
1RB0LE_0LC0RC_1RD1LB_0RA1LA_0LD---; 0∞<A1000(1010)0∞; 67; 19
1RB0LE_0LC0RC_1RD1LB_1RA---_1RA1LA; 0∞11(1111)011A>0∞; 114; 40
1RB0LE_0LC0RC_1RE0RD_1LB---_1RA1LA; 0∞11(111111)011A>0∞; 203; 74
1RB0LE_0LC0RC_1RE1RD_1LA0RA_1LB---; 0∞<C0101(1101)0∞; 71; 27
1RB0LE_0LC0RC_1RE1LD_1LB---_0RA0RE; 0∞1010100001010000(10100001010000)A>0∞; 837; 281
1RB0LE_0LC0RC_1RE1LD_1LB---_0RA0LB; 0∞101010(1000010)A>0∞; 201; 78
1RB0LE_0LC0RC_1LA0RD_1RC---_0LC0LA; 0∞<A10000(00)1001(1)0∞; 89; 29
1RB0LE_0LC0RC_1LA0RD_1RC---_0LC0LE; 0∞<A10000(00)1001(1)0∞; 89; 29
1RB0LE_0LC0RC_1LA1RD_1RC0LB_---0LC; 0∞<A1001(1001)0∞; 72; 24
1RB0LE_0LC0RC_1LA1LD_1RA1LB_---0RD; 0∞<A10110(110)0∞; 115; 45
1RB0LE_0LC0RC_1LD0RD_1LA0RB_1LC---; 0∞<A111011(011011)0∞; 136; 46
1RB0LE_0LC0RC_1LD0RD_1LA0RD_0LB---; 0∞<A11011011(011)0∞; 122; 43
1RB0LE_0LC0RC_1LD0RD_1LA1LD_0LB---; 0∞<A11011011(011)0∞; 122; 43
1RB0LE_0LC0RC_1LD0RD_1LA1LD_1LC---; 0∞<A111011(011011)0∞; 112; 38
1RB0LE_0LC0RC_1LD1LA_1RD1RB_---1LC; 0∞111(111)B>0∞; 48; 17
1RB0LE_0LC0RC_1LD1LB_0RA0LA_1RD---; 0∞<B10101010(1010)0∞; 131; 45
1RB0LE_0LC0RC_1LD1LB_0RA0LE_1RD---; 0∞<B101010101010(1010)0∞; 231; 61
1RB0LE_0LC0RC_1LD1LB_0RA1LA_1RD---; 0∞<B10101010(1010)0∞; 133; 45
1RB0LE_0LC0RC_1LD1LB_0RE---_1RA1RE; 0∞01111011(111011)A>0∞; 226; 80
1RB0LE_0LC0RD_---1RD_1LA0RA_0LD0LC; 0∞<A1001(01001)0∞; 69; 25
1RB0LE_0LC0RD_---1LA_1RA1RB_1LC1RB; 0∞<A10(11010)0∞; 119; 38
1RB0LE_0LC0RD_---1LA_1RA1RB_1LC1LA; 0∞<A10(11010)0∞; 99; 34
1RB0LE_0LC0RD_---1LA_1RA1LA_1LC1RB; 0∞<A10(11010)0∞; 115; 36
1RB0LE_0LC0RD_---1LA_1RA1LA_1LC1LA; 0∞<A10(11010)0∞; 95; 32
1RB0LE_0LC0RD_---1LA_1RA1LB_1LC0RA; 0∞<A10(1010)0∞; 55; 16
1RB0LE_0LC0RD_---1LA_1RE0LA_1RB1LB; 0∞<A10(1010)0∞; 47; 16
1RB0LE_0LC0RD_---1LA_1RE0LE_1RB1LB; 0∞<A10(1010)0∞; 47; 16
1RB0LE_0LC0RD_0RA1LA_1LE---_1RC1LE; 0∞<E11(1)0101(1)0∞; 82; 26
1RB0LE_0LC0RD_0LD1LC_1RA1LD_---1LA; 0∞<A101(11)01100∞; 102; 38
1RB0LE_0LC0RD_1RB1LD_1RA0LC_---1LA; 0∞<A100(1010)0∞; 54; 19
1RB0LE_0LC0RD_1RC1LD_1RA0LC_---1LA; 0∞<A100(1010)0∞; 64; 23
1RB0LE_0LC0RD_1RD1RC_1LA1RB_---0LD; 0∞<A1001(1001)0∞; 78; 28
1RB0LE_0LC0RD_1RD1LB_0RA---_1LA0LB; 0∞<A10100(10100)0∞; 144; 50
1RB0LE_0LC0RD_1RD1LB_0RA---_1LA1LC; 0∞<A1010(1010)00∞; 78; 28
1RB0LE_0LC0RD_1LA0RB_1LC0RB_1LD---; 0∞<A1110111(01110111)1110∞; 418; 160
1RB0LE_0LC0RD_1LA0LC_1RA0RC_1LC---; 0∞<A1(1010)000∞; 38; 13
1RB0LE_0LC0RD_1LA1LB_0RA---_0RB0LD; 0∞<A1010(1010)0∞; 69; 25
1RB0LE_0LC0RD_1LA1LB_0RA---_0RB1RB; 0∞<A1010(1010)0∞; 63; 23
1RB0LE_0LC0RD_1LA1LB_0RA---_0RB1LB; 0∞<A1010(1010)0∞; 57; 21
1RB0LE_0LC0RD_1LA1LB_0RA---_1LA0LD; 0∞<A1010(1010)0∞; 63; 23
1RB0LE_0LC0RD_1LA1LB_0RA---_1LA1RB; 0∞<A1010(1010)0∞; 57; 21
1RB0LE_0LC0RD_1LA1LC_---1RE_1RB0RA; 0∞<A11(101110111011101110111011)00∞; 1892; 552
1RB0LE_0LC0RD_1LA1LC_0RA1RD_1LB---; 0∞<A111010011(1010011)010100∞; 405; 122
1RB0LE_0LC0RD_1LA1LC_1RB0RC_0LC---; 0∞<A110(0110)0∞; 42; 16
1RB0LE_0LC0RD_1LA1LC_1RC0RD_1LD---; 0∞<A111101(1101)0∞; 88; 30
1RB0LE_0LC0RD_1LA1LC_1LC0RC_0LB---; 0∞<A11011(011)0∞; 85; 29
1RB0LE_0LC0RD_1LA1LC_1LC0RC_1LD---; 0∞<A11011(011)0∞; 85; 29
1RB0LE_0LC0RD_1LC1LA_0RC1LB_---0RC; 0∞<A1111(0111)0∞; 130; 46
1RB0LE_0LC0RD_1LC1LD_1LA0RC_---1RC; 0∞<A11111(111)0∞; 94; 32
1RB0LE_0LC0RD_1LD0RB_1RA0LC_---1LA; 0∞<A100(1010)0∞; 52; 17
1RB0LE_0LC0RD_1LD1LC_0RA---_1LA0LD; 0∞<A1010(1010)0∞; 75; 27
1RB0LE_0LC0RD_1LD1LC_0RA---_1LA1RB; 0∞<A1010(1010)0∞; 69; 25
1RB0LE_0LC0RD_1LD1LC_0RA---_1LA1LC; 0∞<A1010(1010)0∞; 63; 23
1RB0LE_0LC0RD_1LD1LD_1RA0LC_---1LA; 0∞<A100(1010)0∞; 44; 15
1RB0LE_0LC0RD_1LE1LD_1RC1LA_---1LC; 0∞<A111(0111)1110∞; 98; 32
1RB0LE_0LC0RE_---0RD_1LA0LB_1LD1RB; 0∞<A11011(1011)0∞; 79; 27
1RB0LE_0LC0RE_0RA1LD_1LA---_0LC0RD; 0∞<A110(0110)0∞; 48; 18
1RB0LE_0LC0RE_0RA1LD_1LA---_1LB0RE; 0∞<A1101(01101)11010∞; 232; 89
1RB0LE_0LC0RE_1LA1RD_1RC---_1RA0LC; 0∞<A10010010010(010010)0∞; 209; 71
1RB0LE_0LC0RE_1LC1LD_1LA1RE_---0RC; 0∞<A11111(111)0∞; 100; 34
1RB0LE_0LC0RE_1LD1RD_1LA---_0RB1LA; 0∞<A11010110110(110110)0∞; 324; 111
1RB0LE_0LC0LD_0RA1LA_---1LE_1RC1LD; 0∞<E1(11)000∞; 46; 18
1RB0LE_0LC1RA_---0RD_1RE0LB_1LA1LC; 0∞<A101(0101)0∞; 63; 23
1RB0LE_0LC1RA_---0LD_1LA1LD_0RC0RE; 0∞<A1(111)00(0)0∞; 76; 28
1RB0LE_0LC1RA_---1RD_1LA1LB_0LD0RA; 0∞<A1001(1001)0∞; 75; 27
1RB0LE_0LC1RA_---1LD_1LA1LE_1LC0RD; 0∞<A11(111)00∞; 56; 18
1RB0LE_0LC1RA_0RA1LD_1LB1LC_---0RA; 0∞<B110(11110)0∞; 146; 53
1RB0LE_0LC1RA_0RA1LD_1LB1LC_---0RB; 0∞<B110(11110)0∞; 178; 63
1RB0LE_0LC1RA_0LD1LC_0RA---_1LA0RD; 0∞0111(111)B>0∞; 102; 39
1RB0LE_0LC1RA_0LD1LC_0RA0LA_---0RA; 0∞010111(0111)B>0∞; 109; 35
1RB0LE_0LC1RA_0LD1LC_0RA0LA_---0RC; 0∞010111(0111)B>0∞; 123; 39
1RB0LE_0LC1RA_1RD1LD_0RB0LA_---0LD; 0∞(111)011B>0∞; 74; 30
1RB0LE_0LC1RA_1LA1LD_0LC1LA_---0RA; 0∞<A1010(1010)0∞; 69; 25
1RB0LE_0LC1RA_1LD0RB_0RB1LB_---1LA; 0∞<A101010(10)0∞; 80; 21
1RB0LE_0LC1RA_1LE0RD_1RC---_0RB0LE; 0∞01111101010101(0101)C>0∞; 259; 62
1RB0LE_0LC1RB_---0RD_1RE1LE_1LA1LC; 0∞<A1(101)010∞; 69; 25
1RB0LE_0LC1RC_0RA1LD_1LA0RB_1LC---; 0∞<A1110(01110)1100∞; 178; 74
1RB0LE_0LC1RC_0RA1LD_1LA1RD_---0LB; 0∞<A110(00110)0∞; 66; 24
1RB0LE_0LC1RC_0RD1LA_1RA---_0LA0RB; 0∞<A10(01010)0∞; 111; 26
1RB0LE_0LC1RC_0RD1LA_1RA---_0LA0RD; 0∞<A10(01010)0∞; 95; 24
1RB0LE_0LC1RC_0RE1LD_0LC0RA_1RD---; 0∞0101(10101)B>0∞; 102; 37
1RB0LE_0LC1RC_1RA0RD_1LB0RA_0LB---; 0∞111(01110111)1A>0∞; 405; 130
1RB0LE_0LC1RC_1RD1LA_0LA0RA_---1LC; 0∞<A110(10110)00∞; 150; 54
1RB0LE_0LC1RC_1RD1LA_1RB0RA_---1LC; 0∞<A11010(11010)0∞; 96; 34
1RB0LE_0LC1RC_1RD1LA_1RB0RD_---1LC; 0∞<A11010(11010)0∞; 96; 34
1RB0LE_0LC1RC_1RD1LA_1LA0RA_---1LC; 0∞<A1101(01101)0∞; 90; 32
1RB0LE_0LC1RC_1RD1LA_1LB0RA_---1LC; 0∞<A1101(01101)0∞; 96; 34
1RB0LE_0LC1RC_1LA0RD_0RB---_1RD0LE; 0∞<E000(0)1001(1)0∞; 119; 38
1RB0LE_0LC1RC_1LA0LD_1RA1LC_---0RD; 0∞<A110(100)00∞; 79; 29
1RB0LE_0LC1RD_---0LD_1LE1LC_1RA1RE; 0∞(111111)A>0∞; 80; 28
1RB0LE_0LC1RD_---1LA_1LB1RE_1RB0RD; 0∞<A10(11010)0∞; 99; 36
1RB0LE_0LC1RD_0RA1LA_0RE---_1LB0LC; 0∞<A100101101(101101)0∞; 261; 88
1RB0LE_0LC1RD_0RA1LA_1LA---_1RC1LE; 0∞<E11(1)0101(1)0∞; 74; 24
1RB0LE_0LC1RD_0RA1LA_1LB0RD_0LC---; 0∞<C0010(010)10∞; 73; 26
1RB0LE_0LC1RD_0LD1LC_1RA0LA_---0RA; 0∞<A0010111(111111)00∞; 165; 53
1RB0LE_0LC1RD_0LD1LC_1RA1RE_---0LB; 0∞(1111)A>0∞; 30; 10
1RB0LE_0LC1RD_1RA1LA_1RC---_1LB0RC; 0∞<B10101010(1010)0∞; 109; 37
1RB0LE_0LC1RD_1RB1LA_1LE0RC_---1LC; 0∞<A11(011011)10∞; 128; 45
1RB0LE_0LC1RD_1RC1LD_1LA0RD_---0LB; 0∞<A1100010101(010101)0∞; 220; 74
1RB0LE_0LC1RD_1LA0RD_1LB0RA_1RA---; 0∞<A101(111)0∞; 64; 24
1RB0LE_0LC1RD_1LA0RD_1LB1RE_---1RA; 0∞<A101(1111)0∞; 72; 26
1RB0LE_0LC1RD_1LA0LC_0RA---_0RD1LB; 0∞<A10(1010)00∞; 36; 13
1RB0LE_0LC1RD_1LA1LB_0RA---_0RB1RE; 0∞<A1010(1010)0∞; 63; 23
1RB0LE_0LC1RD_1LA1LB_0RA---_1LE0RB; 0∞<A1010(1010)0∞; 51; 19
1RB0LE_0LC1RD_1LA1LB_0RA0RB_1LC---; 0∞<A1010(1010)0∞; 57; 21
1RB0LE_0LC1RD_1LA1LB_0RA0RB_1LD---; 0∞<A1010(1010)0∞; 51; 19
1RB0LE_0LC1RD_1LA1LC_---0RA_1RA1RC; 0∞<A11(111111)00∞; 154; 51
1RB0LE_0LC1RD_1LA1LC_0RA1RC_---0LB; 0∞<A110(00110)0∞; 60; 22
1RB0LE_0LC1RD_1LA1LD_1LC0RB_1RB---; 0∞<A111(111111111111)00∞; 481; 151
1RB0LE_0LC1RD_1LA1LD_1LC0RB_1LD---; 0∞<A111(111111111111)00∞; 439; 139
1RB0LE_0LC1RD_1LD1LA_0RB0LA_0RB---; 0∞<A10(1010)0∞; 53; 21
1RB0LE_0LC1RD_1LD1LA_0RB0LA_1LD---; 0∞<A10(1010)0∞; 47; 19
1RB0LE_0LC1RD_1LD1LA_1RB0RC_---1LC; 0∞<A1(101101)00∞; 89; 31
1RB0LE_0LC1RD_1LE1LA_1RE---_1LA0RB; 0∞<A101101(01101)0∞; 174; 61
1RB0LE_0LC1RE_---1LD_1RE1LC_0RA1RA; 0∞1111(111111)0A>0∞; 157; 58
1RB0LE_0LC1RE_---1LD_1LA0LA_0RC1RA; 0∞<A110(1010)0∞; 60; 19
1RB0LE_0LC1RE_1RA1LD_1LA1LC_---1RA; 0∞<A11(111111)00∞; 142; 51
1RB0LE_0LC1RE_1RC0RD_1LB1LA_---1RA; 0∞11111(111)A>0∞; 101; 34
1RB0LE_0LC1RE_1RD0RD_1LB---_---1RA; 0∞11111(111)A>0∞; 113; 36
1RB0LE_0LC1RE_1LA1LD_1RA1LC_---1RA; 0∞<A111(111111)00∞; 165; 59
1RB0LE_0LC1RE_1LD0LC_1LA0RE_---0RC; 0∞<A111111(11)0∞; 173; 55
1RB0LE_0LC1RE_1LD1RC_0LA1LA_---0RC; 0∞<A0101(0101)0∞; 102; 36
1RB0LE_0LC1RE_1LD1RC_0LE0LB_0RA---; 0∞0110110(110110)A>0∞; 177; 61
1RB0LE_0LC1RE_1LD1RC_1RB0LB_0RA---; 0∞(110110)A>0∞; 70; 15
1RB0LE_0LC1RE_1LD1RC_1LE0LB_0RA---; 0∞0110110(110110)A>0∞; 183; 63
1RB0LE_0LC1LA_0RD1LB_0RA---_1RD1LC; 0∞<B11011(1011)0100∞; 260; 86
1RB0LE_0LC1LB_1RE1LD_1LA0RB_0RD---; 0∞<B111(1111)0101110∞; 175; 58
1RB0LE_0LC1LB_1LA0RD_1RC1RB_1LD---; 0∞01(00101)C>0∞; 80; 28
1RB0LE_0LC1LB_1LD1LC_0RA0LA_1RD---; 0∞<C1(1)0111(1)00∞; 56; 16
1RB0LE_0LC1LD_---1LA_0RA0LE_1RD1LC; 0∞<A1(101)00∞; 49; 18
1RB0LE_0LC1LD_---1LA_0RA1RC_1RD1LC; 0∞<A1(101)00∞; 59; 22
1RB0LE_0LC1LD_0RA1LA_---1LE_1RC1LB; 0∞111(111)01B>0∞; 88; 31
1RB0LE_0LC1LD_0LA1LA_0RC1RD_---1LC; 0∞<A1(101101)00∞; 127; 46
1RB0LE_0LC1LE_1RD1LB_1RA---_1LC0RB; 0∞<B1(111)00∞; 55; 18
1RB0LE_1RC---_0RD0RA_1LD0LA_1RC1RD; 0∞<A0111(0101010101)10∞; 272; 94
1RB0LE_1RC---_0RD0RB_1LE0LA_0LA1LE; 0∞<A01001(1001)0∞; 54; 20
1RB0LE_1RC---_0RD0RC_1RE0LA_1LA1LD; 0∞<A01010(01010)10∞; 80; 28
1RB0LE_1RC---_0RD0LA_1LD1RE_1RA1LC; 0∞011110111(10111)B>0∞; 208; 79
1RB0LE_1RC---_0RD0LA_1LE1RE_1LC0RA; 0∞01101(101101101)0A>0∞; 372; 137
1RB0LE_1RC---_0RD1RB_1LE0RC_0LD0LA; 0∞<A000000010101(010101)0∞; 198; 70
1RB0LE_1RC---_0RD1RB_1LE1RE_0LA0LC; 0∞<A01001(11001)0∞; 190; 68
1RB0LE_1RC---_0RD1RD_1LE1RA_0LA0RD; 0∞<A0101(000101)0∞; 105; 37
1RB0LE_1RC---_0LD0RA_0LE1LD_1RE1RC; 0∞1111111(111111)01B>0∞; 185; 64
1RB0LE_1RC---_0LD0RC_1RB1LA_1LC1LE; 0∞<C1010(111010111010)0∞; 530; 178
1RB0LE_1RC---_0LD0RD_1RA1LA_0LD0LA; 0∞<A000010(00100010)100∞; 237; 86
1RB0LE_1RC---_0LD0RE_0LA1LD_1LB1RC; 0∞<A011(1001)00∞; 98; 36
1RB0LE_1RC---_0LD1RD_0RA1RE_1LE0LC; 0∞01110(1110)A>0∞; 105; 37
1RB0LE_1RC---_1RD---_1LA1RE_0LA0RC; 0∞<A0000101(0101)0∞; 180; 62
1RB0LE_1RC---_1RD0RA_0RE1LD_1LC1RC; 0∞010111010(111010)A>0∞; 279; 77
1RB0LE_1RC---_1RD0RA_0LE0RE_0LA1LE; 0∞<A01001(001001001)1111(001)100∞; 446; 162
1RB0LE_1RC---_1RD0RA_0LE1RC_0LA1LE; 0∞<A01001(001001)11110(00)0∞; 258; 96
1RB0LE_1RC---_1RD0RA_1LA0RC_0LA1RD; 0∞<A00111(111)0∞; 84; 30
1RB0LE_1RC---_1RD0RA_1LA0RE_1RC0LA; 0∞<A001000(000000)101010∞; 172; 54
1RB0LE_1RC---_1RD0RA_1LE0RE_0LA1LE; 0∞<A01(001001)111(01)0∞; 172; 66
