machine; formula tape; number steps before formula tape; number macro steps before special case
1RB1RC_1LC0RE_1RB0LD_1RE0LA_0RA---; 0∞<A001011101110111011101(1101110111011101)0∞; 1110; 764
1RB1RC_1LC0RE_1RB0LD_1LC0LA_0RA---; 0∞10011(0011)B>0∞; 27; 20
1RB1RC_1LC0RE_1RB0LD_1LC0LC_0RA---; 0∞10011(0011)B>0∞; 27; 20
1RB1RC_1LC0RE_1RD0LB_---1RA_0LA0RA; 0∞<B01111(111)0∞; 79; 54
1RB1RC_1LC0RE_1RD0LC_1LE---_1RA1LA; 0∞<A110010010010010010010010010(010010010)10∞; 618; 228
1RB1RC_1LC0RE_1RD0LD_0LB0RA_1LB---; 0∞<C11011011(011)0∞; 64; 31
1RB1RC_1LC0RE_1RD1LB_1LE0RA_---0LC; 0∞10110110110110110110110110110110(110110110110110110)A>0∞; 1818; 1116
1RB1RC_1LC0RE_1RE0LD_0LB---_1LB0RA; 0∞101101101101(101101)00A>0∞; 168; 92
1RB1RC_1LC0RE_1LA0LD_0LC1RB_0RD---; 0∞<A10011001(1001)0∞; 69; 43
1RB1RC_1LC0RE_1LA0LD_1LC1RB_---0RD; 0∞<A11011101(1101)0∞; 69; 43
1RB1RC_1LC0RE_1LD0RA_0LA0LC_0LA---; 0∞<A01010101(0101)0∞; 60; 34
1RB1RC_1LC0RE_1LD0RA_1LA0LC_---0LD; 0∞<A11010110101101(0110101101)0∞; 268; 178
1RB1RC_1LC0RE_1LD0RA_1LA0LC_---1RB; 0∞<A11010110101101(0110101101)0∞; 228; 150
1RB1RC_1LC0RE_1LD0RD_1RA0LB_0LA---; 0∞11011011(011)B>0∞; 73; 39
1RB1RC_1LC0RE_1LD0LB_1RA0LA_1RA---; 0∞101101010101(010101)A>0∞; 143; 81
1RB1RC_1LC0RE_1LD0LD_1RA0LB_0RC---; 0∞0(0)11000(0)11B>0∞; 105; 60
1RB1RC_1LC0RE_1LD0LD_1RA0LB_0RD---; 0∞00000(00)11000000(00)1A>0∞; 440; 212
1RB1RC_1LC0LA_0RD0LB_0RE1RD_---1RA; 0∞01011001(1001)A>0∞; 64; 36
1RB1RC_1LC0LA_0RD0LB_0RE1LA_---1RA; 0∞1001(1001)A>0∞; 36; 26
1RB1RC_1LC0LA_1RD0LB_1LC0RE_0RA---; 0∞<B010101(0101)0∞; 41; 26
1RB1RC_1LC0LA_1LD0LB_0LE0RD_1RA---; 0∞<B01010101(010101)0∞; 107; 72
1RB1RC_1LC0LA_1LD1RA_0RB1LE_---1LB; 0∞<A0111111111111(111111)0∞; 180; 96
1RB1RC_1LC0LA_1LD1RA_1RA1LE_---1LB; 0∞<A0111111111111(111111)0∞; 168; 92
1RB1RC_1LC0LB_1RA1RD_---0RE_1LE0RB; 0∞11111(11111)A>0∞; 72; 60
1RB1RC_1LC0LC_---1LD_1RE1LA_0RA0RD; 0∞<A110101010101(010101)100∞; 228; 116
1RB1RC_1LC0LC_0RD1LB_1RA1RE_---0RA; 0∞01011010110101101(01101)A>0∞; 351; 155
1RB1RC_1LC0LC_0LD0RA_1RA1LE_0LB---; 0∞<B0101010101010(1010)0∞; 133; 57
1RB1RC_1LC0LC_0LD0RA_1LE0LB_1LA---; 0∞<A110100100(100)0∞; 66; 34
1RB1RC_1LC0LC_0LD0RA_1LE1LB_0LA---; 0∞<A01011010110(10110)0∞; 84; 48
1RB1RC_1LC0LC_0LD0RA_1LE1LC_0LA---; 0∞<A010101010(1010)0∞; 69; 39
1RB1RC_1LC0LC_0LD1RA_1LA0LE_---0RB; 0∞<A10101010(1010)0∞; 78; 44
1RB1RC_1LC0LC_1RD0LB_1LC0RE_0RA---; 0∞<B010101(0101)0∞; 41; 26
1RB1RC_1LC0LC_1LD1RA_0LA1LE_---0RB; 0∞<A01010101(0101)0∞; 78; 44
1RB1RC_1LC0LC_1LD1RA_1RB1LE_---0RB; 0∞1111(1111)A>0∞; 50; 35
1RB1RC_1LC0LD_0RA0RB_1LE---_0LB1LE; 0∞010101010(1010)A>0∞; 66; 34
1RB1RC_1LC0LD_0RA1LB_1RC0LE_---0RA; 0∞111111(1111)010A>0∞; 119; 67
1RB1RC_1LC0LD_0RA1LB_1RC0LE_---0LA; 0∞111111(1111)010A>0∞; 121; 69
1RB1RC_1LC0LD_0RA1LB_1RC0LE_---1RA; 0∞111111(1111)010A>0∞; 123; 71
1RB1RC_1LC0LD_0RE0RB_1LB---_0RA1RE; 0∞01101010(1010)A>0∞; 62; 34
1RB1RC_1LC0LD_1RA0RB_1LB0LE_---0RC; 0∞111111111111111(1111)A>0∞; 266; 119
1RB1RC_1LC0LD_1RD1LC_1LE0RA_---0LB; 0∞<B01001001111111111(11111)0∞; 711; 355
1RB1RC_1LC0LD_1LB0RA_1LE1LA_0LA---; 0∞<A0101101(101)0∞; 78; 46
1RB1RC_1LC0LE_---1LD_1RA0LD_0RA0RE; 0∞10101010(1010)0A>0∞; 162; 84
1RB1RC_1LC0LE_0RA0LD_1RA---_1RC1LB; 0∞1010(1010)A>0∞; 36; 26
1RB1RC_1LC0LE_0RA0LD_1RA---_1LC1LB; 0∞010101010(1010)A>0∞; 78; 40
1RB1RC_1LC0LE_0RA1LD_0LB1RA_---0RA; 0∞010111(1)0111111(11)0A>0∞; 140; 55
1RB1RC_1LC0LE_0LD1LB_1RA1LC_---0RD; 0∞<C10101(01)1100∞; 76; 32
1RB1RC_1LC0LE_1LD0RD_1RA0LB_0RA---; 0∞11011011(011)B>0∞; 73; 39
1RB1RC_1LC0LE_1LD0LB_1RA---_1LB0RD; 0∞<B10(10)011(1)0∞; 35; 21
1RB1RC_1LC1RA_---0RD_1RA1LE_1LD0LD; 0∞11111111(111111)01A>0∞; 135; 87
1RB1RC_1LC1RA_0RC0LD_1LA0LE_---0LA; 0∞<A101001001(001001)0∞; 106; 73
1RB1RC_1LC1RA_0RE1LD_1RA0LD_1LD---; 0∞<D0000(00)10∞; 42; 22
1RB1RC_1LC1RA_0LE1RD_---0RB_0LA1LE; 0∞<A0101111101111101(111101111101)0∞; 344; 232
1RB1RC_1LC1RB_0LD1RA_1LA0LE_---0RB; 0∞<A10101010(1010)0∞; 72; 40
1RB1RC_1LC1RB_0LE0LD_1LC1RE_0RA---; 0∞010101010(1010)A>0∞; 90; 46
1RB1RC_1LC1RB_1RD0LB_---0RE_1LC1RA; 0∞1101(1101)A>0∞; 32; 24
1RB1RC_1LC1RB_1LD0RA_0LA0LE_1LD---; 0∞<A01010101(0101)0∞; 54; 30
1RB1RC_1LC1RB_1LD0RA_0LE0LC_1RB---; 0∞0101(0101)1B>0∞; 39; 26
1RB1RC_1LC1RB_1LD0RA_1RC0LE_1LD---; 0∞1010101(0101)1B>0∞; 61; 32
1RB1RC_1LC1RB_1LD0RA_1LA1LE_0LD---; 0∞<A1010101(0101)10∞; 48; 27
1RB1RC_1LC1RB_1LD0RA_1LE0LC_0RA---; 0∞0101(0101)1B>0∞; 35; 24
1RB1RC_1LC1RD_---0LD_0LE1RA_1RD1LE; 0∞111111111111111(1111)B>0∞; 236; 96
1RB1RC_1LC1RD_---0LD_1LE1RA_1RD1LE; 0∞1111111111(1111)A>0∞; 89; 41
1RB1RC_1LC1RD_0RA1LD_1LB0RE_---0LB; 0∞010101010(1010)A>0∞; 150; 80
1RB1RC_1LC1RD_0RD1RB_1LE0RA_---0LB; 0∞001101110(1110)A>0∞; 167; 98
1RB1RC_1LC1RD_0RE1LD_0RA0LB_---1RA; 0∞01110101110(101110)A>0∞; 201; 124
1RB1RC_1LC1RD_0LE0LD_1RA1LC_---0LB; 0∞1111(1111)A>0∞; 26; 21
1RB1RC_1LC1RD_0LE0LD_1LC1RE_0RA---; 0∞010101010(1010)A>0∞; 90; 46
1RB1RC_1LC1RD_0LE1LD_1RA0RB_---0LB; 0∞111111111111(111111111111)A>0∞; 362; 295
1RB1RC_1LC1RD_1RA0LB_0RE0LA_---1RB; 0∞1111110111111011111(10111111011111)A>0∞; 777; 534
1RB1RC_1LC1RD_1RA0LB_0RE1RA_---1RB; 0∞1111110111111011111(10111111011111)A>0∞; 749; 514
1RB1RC_1LC1RD_1RB0LD_1RA0LE_---0LA; 0∞<A0001010101(0101)0∞; 102; 52
1RB1RC_1LC1RD_1LA0LB_0LC0RE_0RB---; 0∞<A1100000(00)1000(0)0∞; 98; 45
1RB1RC_1LC1RD_1LA0LC_0RE---_0RC1LB; 0∞<A10000(000)11(1)0∞; 72; 48
1RB1RC_1LC1RE_---0LD_0LE1LA_1RE0RA; 0∞111111(111)0A>0∞; 90; 54
1RB1RC_1LC1RE_0RD0LB_1RA1LD_0LC---; 0∞11011011011011(011011011011)1101A>0∞; 382; 256
1RB1RC_1LC1RE_0RD0LB_1LB1RA_0RC---; 0∞<C101000100100100100(100100)01010∞; 336; 129
1RB1RC_1LC1RE_0LD0LB_1RD0LB_0RA---; 0∞110110(110110)A>0∞; 50; 39
1RB1RC_1LC1RE_0LD1LB_0RA0LD_---0RD; 0∞0101100101100(101100)A>0∞; 192; 108
1RB1RC_1LC1RE_0LE0LD_1LE---_0RA0LB; 0∞0110110110110(110110)A>0∞; 123; 67
1RB1RC_1LC1RE_1RD0LB_---0RE_1LC1RA; 0∞1101(1101)A>0∞; 32; 24
1RB1RC_1LC1RE_1LD0RA_0LA0LC_1LC---; 0∞<A01010101(0101)0∞; 54; 30
1RB1RC_1LC1RE_1LD0RA_1LA0LC_---0LC; 0∞<A11010110101101(0110101101)0∞; 248; 164
1RB1RC_1LC1RE_1LD0RD_1RA0LB_1LC---; 0∞11011011(011)B>0∞; 67; 35
1RB1RC_1LC1RE_1LD0LB_0RA1RD_0RC---; 0∞010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101(0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101)110110101110A>0∞; 48431; 33274
1RB1RC_1LC1RE_1LD1LC_1LA0RA_---0LD; 0∞<A11111111(1111)0∞; 69; 43
1RB1RC_1LC1LA_0LD0RA_0LE1LB_1RA---; 0∞<B10110110110110(110110)0∞; 174; 86
1RB1RC_1LC1LA_1LD0RA_0RA0LE_0LB---; 0∞<A1001100101010101010101(0101)0∞; 399; 123
1RB1RC_1LC1LA_1LD0RA_1LA0LE_0LB---; 0∞<A10011001010101(0101)0∞; 181; 83
1RB1RC_1LC1LB_0RA0RD_1LE0LD_0LB---; 0∞010101010(1010)A>0∞; 66; 34
1RB1RC_1LC1LB_0RA0LD_1RA1LE_1RA---; 0∞11111111(1111)0A>0∞; 114; 56
1RB1RC_1LC1LB_0RD1LD_1RB1RE_---0LA; 0∞<B1111111(1111)0∞; 64; 38
1RB1RC_1LC1LB_0RE1LD_0LB0LA_---1RA; 0∞010101(010101)A>0∞; 82; 58
1RB1RC_1LC1LB_0LD0RA_0LE1LA_0RA---; 0∞001001010(01010)101B>0∞; 135; 68
1RB1RC_1LC1LB_0LD0RA_0LE1LA_1RA---; 0∞100100101001010(01010)101B>0∞; 281; 110
1RB1RC_1LC1LB_0LD0RA_1LE1LA_0LA---; 0∞<A010111011110(11110)0∞; 145; 77
1RB1RC_1LC1LB_0LD0RA_1LE1LA_1RA---; 0∞001001010(01010)101B>0∞; 195; 88
1RB1RC_1LC1LB_0LD0RA_1LE1LA_1RC---; 0∞001001010(01010)101B>0∞; 183; 84
1RB1RC_1LC1LB_0LD0RA_1LE1LA_1RD---; 0∞001001010(01010)101B>0∞; 189; 86
1RB1RC_1LC1LB_1RE0LD_1LB0RA_---0RA; 0∞<B1011111111(1111)011111(1111)0∞; 655; 422
1RB1RC_1LC1LB_1RE0LD_1LC0RA_---1RD; 0∞1111(11)001B>0∞; 106; 53
1RB1RC_1LC1LB_1LD0RA_1RA0LE_1LC---; 0∞1010010100101001010(0101001010)A>0∞; 564; 328
1RB1RC_1LC1LB_1LD0RA_1RA1LE_0LB---; 0∞101010(101010)A>0∞; 66; 47
1RB1RC_1LC1LB_1LD0RA_1RC0LE_1LB---; 0∞<B10111101(11101)0∞; 67; 40
1RB1RC_1LC1LC_---0LD_0LE0RA_1RE0RA; 0∞111111(111)0A>0∞; 102; 62
1RB1RC_1LC1LC_---0LD_0LE1RD_1RE0RA; 0∞111111(111)0A>0∞; 108; 66
1RB1RC_1LC1LC_---0LD_1RA0LE_1RE0RA; 0∞111111(111)0A>0∞; 138; 82
1RB1RC_1LC1LD_1RA0LB_1RE1LE_---0RC; 0∞111111111111(111111111111)A>0∞; 196; 149
1RB1RC_1LC1LD_1RB0LB_0LE0RA_---0LA; 0∞<B010101(0101)0∞; 53; 34
1RB1RC_1LC1LD_1RE0LD_1LB0RB_---0RA; 0∞10110(10110)A>0∞; 36; 28
1RB1RC_1LC1LD_1LB1RA_---1LE_0RC0LA; 0∞0111111111(111111)A>0∞; 181; 115
1RB1RC_1LC1LD_1LB1RA_---1LE_1RC0LA; 0∞<A0111111111111(111111)0∞; 168; 92
1RB1RC_1LC1LD_1LD0RB_1RA1LE_---1LB; 0∞<B111111111(111111)0∞; 129; 82
1RB1RC_1LC1LD_1LD1RA_1RA1LE_---1LB; 0∞<B111111111(111111)0∞; 95; 60
1RB1RC_1LC1LE_---0RD_1LB1RD_1RA0LD; 0∞101111(11)D>0∞; 50; 23
1RB1RC_1LC1LE_1RD0LB_---1RA_1LB0RD; 0∞<B0101010101(0101)110111111(1111)0∞; 403; 190
1RB1RC_1LC1LE_1LD0RA_1RA0LB_---1LB; 0∞1010010100101001010(0101001010)A>0∞; 564; 328
1RB1RC_1LC1LE_1LD1RA_---1LB_0RC0LA; 0∞0111111111(111111)A>0∞; 181; 115
1RB1RC_1LC1LE_1LD1RA_---1LB_1RC0LA; 0∞<A0111111111111(111111)0∞; 168; 92
1RB1RC_1LC1LE_1LD1RA_---1LB_1LA0LA; 0∞<A1111111111(111111)0∞; 128; 80
1RB1RD_0RC---_0RD0LA_1LE1RA_0LC0LE; 0∞<A00100101(00101)10∞; 117; 74
1RB1RD_0RC---_0RD0LD_1LE1RA_1RA0LE; 0∞<E00000010000001000010000(10000)0010010000(000)0∞; 1670; 584
1RB1RD_0RC---_0RD1LE_1LD1RE_1RA0LE; 0∞1111110111111(0111111)A>0∞; 231; 139
1RB1RD_0RC---_0LD0RA_1LE0LE_1RA0LD; 0∞11001001001(001)D>0∞; 121; 47
1RB1RD_0RC---_0LD1LD_1LE0RE_1RA0LC; 0∞<D101101101101101101(101)0∞; 158; 44
1RB1RD_0RC---_1RD0LA_1LE0RB_0LA0LE; 0∞<A001010101(0101)0∞; 72; 40
1RB1RD_0RC---_1RD0LE_1LC0RB_0LA0LE; 0∞<A0010010110(010110)10∞; 178; 114
1RB1RD_0RC---_1RD0LE_1LC0RB_0LA1LB; 0∞<A0010010110(010110)10∞; 198; 128
1RB1RD_0RC---_1RD0LE_1LE0RB_0LA0LE; 0∞<A0010010110(010110)10∞; 178; 114
1RB1RD_0RC---_1RD0LE_1LE1RB_1LC0LA; 0∞<A0010010(010)0∞; 69; 37
1RB1RD_0RC---_1RD1RC_1LE0RB_0LA0LE; 0∞<A001001011010(01011010)10∞; 210; 136
1RB1RD_0RC---_1LC1RA_1RC1LE_1LD0LE; 0∞<D100110000000000(00)10∞; 144; 46
1RB1RD_0RC---_1LD0RA_0RE1LE_0LA0LC; 0∞<A01100110(0110)0∞; 60; 34
1RB1RD_0RC---_1LD1RA_0RE0LD_1LC1RC; 0∞0111011(0111011)A>0∞; 122; 94
1RB1RD_0RC---_1LD1RC_1LE0RA_0RC0LE; 0∞01111010101010101010101010101010(10101010)A>0∞; 800; 254
1RB1RD_0RC0RA_1LC1LA_---1RE_1RB0LE; 0∞<A11101000010000100(0010000100)10∞; 363; 216
1RB1RD_0RC0RA_1LC1LA_1RE1LD_---0LC; 0∞<A1010101010101(010101)1010∞; 313; 156
1RB1RD_0RC0RB_1LC0LD_0RE0LB_1RA---; 0∞01001100(00)B>0∞; 73; 28
1RB1RD_0RC0RB_1LC1RA_---1RE_1LB0LE; 0∞<B10000010000111111(111)0∞; 369; 123
1RB1RD_0RC0RC_1LC0LA_1LD0LE_---1LB; 0∞<A011111(111)0∞; 69; 44
1RB1RD_0RC0RC_1LC0LA_1LE1LB_---0LD; 0∞<A011111(111)0∞; 69; 44
1RB1RD_0RC0RD_1LA1RE_1LD0LA_---0LD; 0∞<A0111111(111)0∞; 93; 53
1RB1RD_0RC0RD_1LC0LA_1LE1LB_---0LD; 0∞<A011111(111)0∞; 71; 46
1RB1RD_0RC0RE_0LD1RE_1LE---_1RA0LE; 0∞11011111011111011111011(111011)A>0∞; 360; 120
1RB1RD_0RC0RE_1RD---_1LE0RA_0LA0LE; 0∞<A0010100101(00101)0∞; 78; 44
1RB1RD_0RC0RE_1LC0LA_1LD0LE_---1LB; 0∞<A011111(111)0∞; 71; 46
1RB1RD_0RC0LA_1LC1LA_1RE1LC_---0RB; 0∞<A11111111(111)0∞; 102; 51
1RB1RD_0RC0LA_1LC1LA_1RE1LD_---0RB; 0∞1111111111(111)0B>0∞; 159; 56
1RB1RD_0RC0LA_1LC1LD_0RB0LE_---1LB; 0∞<B10111111(111)0∞; 158; 82
1RB1RD_0RC0LA_1LC1LD_1RB1LE_---0LC; 0∞1111(111)B>0∞; 41; 28
1RB1RD_0RC0LB_1LD1RE_1LB1RA_---0RA; 0∞010111010111010111010(111010111010)A>0∞; 752; 466
1RB1RD_0RC0LC_0RD0LA_0RE---_1LE1LB; 0∞011111111111(111)0C>0∞; 202; 77
1RB1RD_0RC0LD_1LA0RA_---1LE_1RC1LA; 0∞<A1111(1)011101(1101)00∞; 189; 100
1RB1RD_0RC0LD_1LA0RA_1LE1LB_1LC---; 0∞<B10110101101(01101)110100∞; 402; 182
1RB1RD_0RC0LD_1LA0LE_0RE1LB_1RA---; 0∞<B101010101010(10)0∞; 144; 43
1RB1RD_0RC0LD_1LA0LE_1RE1LB_1RA---; 0∞<B1010101010(10)0∞; 88; 37
1RB1RD_0RC0LD_1LC0RA_1LE1LB_1LA---; 0∞0001000100(0100)A>0∞; 111; 53
1RB1RD_0RC0LD_1LD0RA_1LB1LE_1RC---; 0∞110101010101(0101)B>0∞; 142; 55
1RB1RD_0RC0LD_1LD1RA_1LB1RE_0RB---; 0∞<B10100100010(0010)0∞; 162; 69
1RB1RD_0RC0LE_0LD0RA_1LE---_1RA0LB; 0∞11001001001(001)D>0∞; 135; 53
1RB1RD_0RC0LE_0LD1RA_1LB---_1LD0LB; 0∞<B10010010010010(010)0∞; 138; 45
1RB1RD_0RC0LE_0LD1RA_1LB---_1LD0LD; 0∞<B10010010010010(010)0∞; 108; 35
1RB1RD_0RC0LE_0LD1RE_1LE---_1RA0LB; 0∞11011101110111011(1011)A>0∞; 199; 53
1RB1RD_0RC0LE_1RD1RA_0LB0RA_1LD---; 0∞<B010010001000(1000)0∞; 164; 75
1RB1RD_0RC0LE_1LC1RA_---1LB_1LA1LB; 0∞<A1010010010(010010)0∞; 208; 128
1RB1RD_0RC0LE_1LD1RA_1LB---_0LC0RA; 0∞<B1100110011(0011)0∞; 84; 47
1RB1RD_0RC1RA_0RD---_0LE0RB_1LD0LA; 0∞<A0010000010(000010)0∞; 141; 89
1RB1RD_0RC1RA_0LD1LA_1LE0RE_---0LA; 0∞<A011111(1111)00∞; 133; 88
1RB1RD_0RC1RA_1LC0RD_---0LE_1LA1RB; 0∞<A101111111111(11111)0∞; 542; 304
1RB1RD_0RC1RB_1LC1LA_1LD0LE_---0LA; 0∞<A001010101(0101)10∞; 104; 52
1RB1RD_0RC1RC_1LA0LA_1RB1LE_---0LD; 0∞11111(1111)B>0∞; 57; 37
1RB1RD_0RC1RC_1LD---_1LE0RA_1RB0LD; 0∞10101010(10101010)A>0∞; 104; 76
1RB1RD_0RC1RC_1LD1RA_1LE---_1RA0LE; 0∞111101111(01111)A>0∞; 93; 55
1RB1RD_0RC1RC_1LD1RA_1LE---_1LB0LE; 0∞01111(01111)A>0∞; 48; 39
1RB1RD_0RC1RD_1RD1LA_1LE0RE_---0LA; 0∞<A01111111111(111111)0∞; 249; 150
1RB1RD_0RC1RD_1LA0LA_1LD1LE_---1LC; 0∞<A0111111(111)0∞; 69; 39
1RB1RD_0RC1RD_1LA0LA_1LE1LC_---1LD; 0∞<A0111111(111)0∞; 69; 39
1RB1RD_0RC1RE_0RD1LA_1LD0LA_---0RD; 0∞<A0111111(111)0∞; 69; 41
1RB1RD_0RC1RE_1RD---_1LE1RA_0LA0LE; 0∞<A00100010001000(10001000)010∞; 336; 202
1RB1RD_0RC1RE_1RD0LD_1LC0LB_0RA---; 0∞1011010110(1011010110)A>0∞; 148; 110
1RB1RD_0RC1LC_0RD0LA_1LE---_1LA1LB; 0∞<B1111111(111)0∞; 79; 43
1RB1RD_0RC1LC_0RD0LA_1LE---_1LD1LB; 0∞<B1111111(111)0∞; 67; 39
1RB1RD_0RC1LC_0RD0LA_1LE---_1LE1LB; 0∞<B1111111(111)0∞; 67; 39
1RB1RD_0RC1LC_1RD0LA_0LB1RE_1LB---; 0∞<A01110101(0101)10∞; 118; 64
1RB1RD_0RC1LD_1RD0LA_0LB1LE_---0LA; 0∞<B0101101(101)00∞; 80; 46
1RB1RD_0RC1LD_1RD0LB_1LB1LE_---0LA; 0∞<B11111111(111)0∞; 118; 70
1RB1RD_0RC1LD_1RD1RD_1LB1LE_---0LA; 0∞<B11111111(111)0∞; 92; 54
1RB1RD_0RC1LD_1LB1RD_1LB1LE_---0LA; 0∞<B11111111(111)0∞; 94; 54
1RB1RD_0RC1LE_0RD0LA_1LD1LB_---0LA; 0∞<B1111111(111)0∞; 67; 39
1RB1RD_0RC1LE_1LC0LA_1RE1LB_---1LD; 0∞<B111111111(111)0∞; 105; 48
1RB1RD_0RC1LE_1LC0LA_1LB0RE_---1LD; 0∞<B111111111(111)0∞; 99; 48
1RB1RD_0RC1LE_1LC0LA_1LB0LA_---1LD; 0∞<B111111111(111)0∞; 99; 48
1RB1RD_0RC1LE_1LC0LA_1LB1RC_---0LD; 0∞<A011111111(111111)0∞; 189; 128
1RB1RD_0RC1LE_1LC0LA_1LB1LB_---1LD; 0∞<B111111111(111)0∞; 93; 44
1RB1RD_0LB1RC_1LD---_1LE0RA_0LA0LD; 0∞<A01010101(0101)0∞; 60; 32
1RB1RD_0LB1RC_1LD1RE_0LE0LC_0RA---; 0∞010101010(1010)A>0∞; 96; 48
1RB1RD_0LB1LC_0LD0RA_1RE0LC_1RC---; 0∞11001110(01110)1B>0∞; 162; 105
1RB1RD_0LB1LC_1RD1LE_1LB1RA_---0LA; 0∞<A011111111(111111)00∞; 150; 90
1RB1RD_0LB1LC_1LD1RA_1RC0LE_---1LD; 0∞1111111111(1111)A>0∞; 89; 41
1RB1RD_0LC---_0RA0LD_1LE1RC_1LC1LE; 0∞0110101101(01101)B>0∞; 166; 104
1RB1RD_0LC---_0RD1LC_1RA0LE_1LB0RC; 0∞<B1011010(11010)00∞; 98; 64
1RB1RD_0LC---_0LD1LC_0RE0LE_1RA0RA; 0∞0110010(010)1A>0∞; 57; 31
1RB1RD_0LC---_1RA1LC_0RC0RE_1RC0LB; 0∞11011111011111011111011(111011)A>0∞; 354; 118
1RB1RD_0LC---_1RA1LC_0LD0RE_1RC0LB; 0∞11011011011011(011)1B>0∞; 243; 75
1RB1RD_0LC---_1RA1LD_1LE0LE_1LC0RC; 0∞<C11111111111(1111)0∞; 98; 47
1RB1RD_0LC---_1RD1LB_0RE0RA_1LC0RE; 0∞1010(1010)A>0∞; 30; 22
1RB1RD_0LC---_1RD1LB_1RE0RD_0RA0LD; 0∞1010(1010)A>0∞; 30; 22
1RB1RD_0LC---_1LD1RC_1LE0RA_0RC0LE; 0∞01111010101010101010101010101010101(010101)11111C>0∞; 1171; 284
1RB1RD_0LC---_1LD1RC_1LE0RE_1RA0LC; 0∞11011011(011)B>0∞; 73; 37
1RB1RD_0LC---_1LD1LC_0RA0LE_1RD1LB; 0∞0101010101(0101)B>0∞; 88; 45
1RB1RD_0LC---_1LD1LC_1RE0LE_0RA0LA; 0∞<C11111(11)0000∞; 105; 44
1RB1RD_0LC---_1LE1LD_1LE0LC_1RA1RE; 0∞1111111111111(1111)A>0∞; 113; 44
1RB1RD_0LC0RA_---1LD_1LE1RA_0RA0LB; 0∞010101010(1010)A>0∞; 99; 51
1RB1RD_0LC0RA_0LD1LC_1RA0LE_---0RC; 0∞110111101111011(110111101111011)A>0∞; 610; 465
1RB1RD_0LC0RA_0LD1LC_1RA0LE_---1RA; 0∞110111101111011(110111101111011)A>0∞; 502; 381
1RB1RD_0LC0RA_1RD1LB_1LA0RE_---0RD; 0∞1010(1010)A>0∞; 36; 26
1RB1RD_0LC0RA_1RD1LC_1RE0LD_1RA---; 0∞<C111000111111(111)00∞; 130; 51
1RB1RD_0LC0RA_1LD1RC_1RE0LB_---0RC; 0∞101010(101010)A>0∞; 84; 59
1RB1RD_0LC0RC_1LD0RB_1RE0LC_---1RA; 0∞11111111111(111111)A>0∞; 185; 105
1RB1RD_0LC0RC_1LD1LB_0RE0RC_---1RA; 0∞01101101101(101101)A>0∞; 158; 95
1RB1RD_0LC0RC_1LD1LB_0RE0LA_---0RA; 0∞00100100100(100100)A>0∞; 142; 85
1RB1RD_0LC0RC_1LD1LB_0RE0LC_---1RA; 0∞01101101101(101101)A>0∞; 146; 87
1RB1RD_0LC0RC_1LD1LB_0RE1RC_---1RA; 0∞01101101101(101101)A>0∞; 170; 103
1RB1RD_0LC0RC_1LD1LB_0RE1LA_---0RA; 0∞00100100100(100100)A>0∞; 154; 93
1RB1RD_0LC0RC_1LD1LB_0RE1LB_---0RA; 0∞001001001(001)B>0∞; 73; 35
1RB1RD_0LC0RC_1LD1LB_0RE1LB_---1RA; 0∞011011011(011)B>0∞; 87; 43
1RB1RD_0LC0RC_1LD1LB_0RE1LC_---0RA; 0∞001001001(001)B>0∞; 91; 47
1RB1RD_0LC0RC_1LD1LB_1RE---_1LC1RA; 0∞11111111111111111111111111111111(111111111111)A>0∞; 832; 391
1RB1RD_0LC0RC_1LD1LD_1RE0LC_---1RA; 0∞11111111111(111111)A>0∞; 135; 77
1RB1RD_0LC0RD_1RD1LB_1RE---_0RA0LB; 0∞1010(1010)A>0∞; 30; 22
1RB1RD_0LC0RE_---0LD_1LA1LD_1RB0RC; 0∞<A1111(111)000(0)0∞; 80; 54
1RB1RD_0LC0RE_0RD1LC_1RA1LB_---1RB; 0∞01111111(1111)A>0∞; 106; 62
1RB1RD_0LC0RE_0LD1LC_0RA0RB_1RA---; 0∞010110101(10101)A>0∞; 236; 156
1RB1RD_0LC0RE_1RA1LC_0RE0LD_1RC---; 0∞011101110111011(1011)A>0∞; 178; 79
1RB1RD_0LC0RE_1RD1LC_1RA0RB_---0LA; 0∞11111111111(11111111)A>0∞; 290; 195
1RB1RD_0LC0RE_1LD0RC_0LE---_1RA0LA; 0∞<A00010010010(010010)10∞; 240; 136
1RB1RD_0LC0RE_1LD1LC_0RA1LB_---0LC; 0∞01010101010(1010)A>0∞; 115; 50
1RB1RD_0LC0LA_---0LD_1RA1RE_1LC0RC; 0∞111111111(11111)B>0∞; 244; 156
1RB1RD_0LC0LA_0LD1LB_0RE---_1RA0RA; 0∞01101100101(100101)A>0∞; 140; 86
1RB1RD_0LC0LA_1RA1LC_0RE0LD_1RC---; 0∞011101110111011(1011)A>0∞; 194; 87
1RB1RD_0LC0LA_1RE1LD_1LC0LE_---0RA; 0∞111111(111)001B>0∞; 244; 125
1RB1RD_0LC0LA_1LA1LC_1RA0RE_---0RB; 0∞<A111111111111(1111111111)00∞; 356; 260
1RB1RD_0LC0LD_1RC1RD_1LB1RE_0RA---; 0∞110110(110110)A>0∞; 58; 43
